9.5307,-55.089,952.68
95.581,-58.679,1098.9
73.912,-124.45,1077.2
46.743,-138.88,1013.3
11.644,-132.25,1083.7
-26.046,-194.36,1084.6
-65.805,-197.03,1098.5
-53.904,-252.73,1129.4
19.637,-274.02,1168.4
5.4373,-237.25,1213
32.518,-280.06,1309.7
17.709,-253.21,1360.3
52.57,-273.51,1422.1
60.12,-260.16,1515.3
60.951,-243.31,1559.1
87.112,-238.36,1616.7
85.502,-172.06,1666.2
54.453,-199,1691.3
80.534,-155.98,1736.6
86.865,-121.19,1756
26.895,-119.51,1750.3
68.546,-102.12,1815.5
52.057,-105.18,1771.3
68.298,-65.362,1841.6
79.738,-102.37,1774.8
75.769,1.459,1791.2
79.81,-23.95,1784.6
51.57,-48.15,1731.4
58.201,40.961,1770.7
52.702,-41.138,1714.9
45.913,20.813,1691.6
51.773,43.543,1676.3
69.164,4.1641,1613.2
67.405,93.575,1606.1
56.875,57.865,1556.9
55.416,89.366,1549.3
40.537,133.77,1501.6
36.718,123.16,1466.3
21.528,170.07,1430.5
37.389,176.25,1374.3
14.95,195.62,1310.7
14.26,217.97,1291.3
12.881,217.43,1183.8
2.6519,238.86,1159.9
-1.3974,231.76,1076.8
7.1433,249.98,1018.6
-4.916,243.04,950.89
-4.3153,253.48,859.56
-0.73465,250.43,806.54
-14.474,238.98,723.91
-0.43327,238.37,646.01
-4.4826,220.58,587.94
-12.352,201.81,481.81
0.38879,204.93,455.94
-6.5605,169.45,368.58
-11.38,170.13,317.53
-5.1992,149.75,268.16
-6.1985,124.64,227.95
-18.868,117.24,173.24
-8.7271,81.983,146.76
-4.5365,81.754,126.69
-5.8358,51.614,88.154
0.10486,45.955,86.695
12.536,36.946,54.426
9.2462,33.206,49.306
4.6668,4.6668,4.6668
4.7375,4.7375,4.7375
4.8082,4.8082,4.8082
4.8788,4.8788,4.8788
4.9495,4.9495,4.9495
5.0201,5.0201,5.0201
5.0908,5.0908,5.0908
5.1614,5.1614,5.1614
5.232,5.232,5.232
5.3027,5.3027,5.3027
5.3733,5.3733,5.3733
5.4439,5.4439,5.4439
5.5146,5.5146,5.5146
5.5852,5.5852,5.5852
5.6558,5.6558,5.6558
5.7264,5.7264,5.7264
5.7971,5.7971,5.7971
5.8677,5.8677,5.8677
5.9383,5.9383,5.9383
6.0089,6.0089,6.0089
6.0795,6.0795,6.0795
6.1501,6.1501,6.1501
6.2207,6.2207,6.2207
6.2913,6.2913,6.2913
6.3619,6.3619,6.3619
6.4325,6.4325,6.4325
6.5031,6.5031,6.5031
6.5737,6.5737,6.5737
6.6442,6.6442,6.6442
6.7148,6.7148,6.7148
6.7854,6.7854,6.7854
6.856,6.856,6.856
6.9265,6.9265,6.9265
6.9971,6.9971,6.9971
7.0677,7.0677,7.0677
7.1382,7.1382,7.1382
6.1388,-16.211,52.379
-1.0407,-72.831,43.439
4.8299,11.78,172.14
-5.9296,-25.92,219.21
-20.739,-54.379,322.43
14.431,35.481,405.66
-1.828,2.672,561.52
21.593,10.903,662.15
31.883,12.273,865.16
23.484,-36.556,1029.4
15.464,-11.466,1215.8
-36.415,-116.07,1193
-70.455,-70.375,1215.2
-42.684,-114.7,1034.6
-5.4639,-111.35,990.87
27.717,-141.88,1048.5
2.2371,-235.42,1020.5
17.868,-279.68,1116.2
-0.14193,-329.27,1097.2
-72.401,-296.02,1181.2
-43.181,-327.23,1235
18.229,-317.09,1299.9
-30.61,-277.49,1371.2
-68.23,-347.84,1490.8
-33.599,-262.48,1498.8
-50.079,-249.44,1655.6
-75.338,-298.96,1639.9
-56.578,-150.88,1761.9
-30.417,-236.26,1738
-51.787,-146.47,1781.4
-42.936,-118.62,1825.4
-47.296,-180.66,1775
-5.1856,-60.266,1872.1
-45.245,-130.62,1801.2
-38.845,-59.895,1847.1
-19.164,-81.954,1812.8
-34.654,-64.414,1802.2
-42.444,10.346,1828.1
-38.713,-60.993,1747.3
-22.463,23.997,1746.4
-31.862,19.338,1732.6
-32.322,-11.872,1657.9
-0.82169,64.338,1681.6
-21.271,-4.4813,1596.8
-35.161,76.299,1609.1
-12.361,68.359,1545.9
-24.57,55.92,1520.6
-23.89,154.72,1497
-14.51,114.27,1422.3
5.1708,165.38,1419.2
7.4511,182.47,1341.6
7.2914,175.67,1293.8
29.712,235.4,1276
30.852,204.27,1156.6
21.612,234.47,1138.6
27.863,242.63,1073.7
40.293,234.46,971.69
31.593,261.01,940.63
32.274,221.78,831.3
46.234,263.05,776.28
36.684,221.47,688.92
35.304,218.79,629.02
34.925,218.86,544.86
32.475,182,481.92
26.135,194.06,424.17
32.075,155.91,356.03
20.856,143.85,281.94
32.676,148.73,268.43
25.346,101.95,172.37
19.926,125.52,182.36
10.157,62.797,115.59
22.357,95.287,112.16
10.747,57.217,78.497
6.7771,32.567,75.977
21.647,58.497,51.477
9.4375,33.618,47.428
9.4277,22.858,46.738
12.628,12.628,12.628
11.248,28.418,42.758
12.768,12.768,12.768
12.838,12.838,12.838
12.908,12.908,12.908
12.979,12.979,12.979
13.049,13.049,13.049
13.119,13.119,13.119
13.189,13.189,13.189
13.259,13.259,13.259
13.329,13.329,13.329
13.399,13.399,13.399
13.469,13.469,13.469
13.54,13.54,13.54
13.61,13.61,13.61
13.68,13.68,13.68
13.75,13.75,13.75
13.82,13.82,13.82
13.89,13.89,13.89
13.96,13.96,13.96
14.03,14.03,14.03
14.1,14.1,14.1
14.17,14.17,14.17
14.24,14.24,14.24
14.31,14.31,14.31
14.38,14.38,14.38
14.45,14.45,14.45
14.52,14.52,14.52
14.59,14.59,14.59
14.66,14.66,14.66
14.73,14.73,14.73
14.8,14.8,14.8
14.87,14.87,14.87
14.94,14.94,14.94
15.01,15.01,15.01
15.08,15.08,15.08
20.57,-24.9,78.93
10.489,-28.271,58.709
45.579,71.209,147.89
23.979,-23.861,217.84
38.319,46.559,313.59
9.7791,67.989,360.35
16.029,51.959,497.29
-23.581,89.869,582.66
8.0787,32.879,678.55
-5.0515,30.729,917.73
-9.7116,-15.282,967.69
87.638,-74.112,1039
89.078,-103.1,1070.5
79.988,-137.75,1042.4
57.408,-130.89,1002.3
40.537,-168.97,1092.4
-43.393,-182.63,1037.7
-13.953,-209.03,1135.7
18.467,-253.98,1128
24.487,-201.72,1193.7
34.936,-261.24,1247.8
44.156,-240.11,1299.6
82.226,-247.67,1405.8
62.306,-279.41,1411.4
80.375,-202.67,1547.3
100.82,-262.34,1569.3
96.765,-193.15,1606
77.455,-146.7,1721.3
80.964,-223,1680.5
107.43,-78.726,1776.1
71.794,-132.83,1766.8
62.093,-104.07,1775.4
86.883,-48.077,1849.2
70.173,-126.36,1801.1
74.742,-26.578,1848
100.22,-62.978,1806.7
93.801,-9.8085,1796.8
87.081,2.5511,1813.2
66.861,-38.049,1756.2
73.41,55.1,1795.2
58.99,-16.16,1728.6
61.039,41.049,1718.1
