Time	Fx	Fy	Fz	COPx	COPy	COPz	Ty
3720	-17.17	1380.62	-2.9	2255.53	0	1029.62	14063.5
3721	-22.05	1360.93	3.97	2239.72	0	1030.64	27384.4
3722	1.6	1378.33	-6.1	2242.8	0	1028.44	17998.3
3723	-2.29	1352.39	-8.77	2236.36	0	1030.14	21373.5
3724	4.58	1353.45	-1.98	2220.78	0	1029.65	20887.5
3725	28.31	1329.04	-11.67	2222.64	0	1026.88	14393.9
3726	12.36	1330.11	-0.08	2213.78	0	1030.68	25796.9
3727	38.68	1303.71	-9.31	2211.8	0	1027.34	14958.5
3728	44.33	1301.57	-10.3	2197.32	0	1025.76	15433.7
3729	51.12	1264.34	-2.21	2187.96	0	1028.75	22025
3730	81.41	1264.95	-0.31	2190.28	0	1023.62	18713.8
3731	66.6	1231.38	6.79	2169.37	0	1027.34	18124.8
3732	103.84	1203.46	-0.08	2175.87	0	1025.16	20019.3
3733	97.5	1187.44	7.4	2158.48	0	1023.98	17733.7
3734	112.23	1138.15	15.72	2160.2	0	1026.51	19545.6
3735	126.04	1133.12	11.22	2147.63	0	1021.86	17766
3736	115.74	1081.24	11.14	2138.22	0	1022.28	16483.8
3737	142.36	1048.89	16.02	2135.76	0	1021.1	17786.8
3738	140.3	1013.03	15.03	2125.06	0	1020.45	15476.5
3739	139.92	963.9	15.34	2122.98	0	1020.27	16578.9
3740	151.9	926.67	22.35	2104.28	0	1021.44	16304.5
3741	152.44	877.23	18.23	2106.57	0	1020.02	13618.2
3742	156.1	843.05	22.66	2096.66	0	1018.58	16058.8
3743	157.85	788.42	24.03	2084.83	0	1018.8	14084.9
3744	155.94	753.33	26.17	2089.7	0	1018.1	11707.3
3745	155.26	698.09	24.8	2066.5	0	1018.28	15821.4
3746	159.53	663.3	22.43	2098.25	0	1013.42	11289.9
3747	138.17	609.44	16.1	2032.77	0	1013.08	12285.1
3748	158.77	567.47	29.91	2064.81	0	1018.91	12625.1
3749	137.02	513.92	21.44	2073.19	0	1014.46	13866.3
3750	131.68	474.09	22.51	2011.2	0	1016.6	8221.96
3751	141.75	437.32	27.39	2051.35	0	1019.01	10035.8
3752	109.18	386.2	19.07	2030.8	0	1017.53	11817
3753	123.75	373.08	20.6	2053.65	0	1016.63	9760.68
3754	93.38	304.72	11.98	1968.67	0	1013.46	11609.2
3755	104.6	304.87	22.89	2052.95	0	1022.61	7528.88
3756	87.36	245.82	12.21	1995.24	0	1018.59	14984.5
3757	76.9	242.31	12.13	2000.36	0	1009.17	7400.13
3758	86.44	197.91	17.09	1977.22	0	1020.65	8697.6
3759	66.6	184.48	14.42	2020.01	0	1031.61	10745.9
3760	61.19	149.99	-0.92	2014.43	0	1014.13	6493.55
3761	59.81	132.6	2.98	1932.41	0	1024.03	10180.5
3762	46.62	121.46	10.99	2016.57	0	1049.44	7935.46
3763	46.54	98.11	-6.79	2010.08	0	994.71	11188.1
3764	33.65	89.26	6.71	1930.21	0	1044.66	6623.4
3765	33.34	70.95	5.26	2114.54	0	1041.26	10049.2
3766	28.23	56.3	0.08	1807.2	0	1027.08	10498.6
3767	18.84	64.24	8.62	2089.5	0	1052.22	8140.74
3768	-0	-0	-0	2149	0	976.7	-0
3769	26.25	50.05	4.96	1939.79	0	1046.16	4136.25
3770	-0	-0	-0	2149	0	976.7	-0
3771	34.26	33.57	1.45	2191.58	0	990.03	8393.63
3772	-0	-0	-0	2149	0	976.7	-0
3773	-0	-0	-0	2149	0	976.7	-0
3774	-0	-0	-0	2149	0	976.7	-0
3775	-0	-0	-0	2149	0	976.7	-0
3776	-0	-0	-0	2149	0	976.7	-0
3777	-0	-0	-0	2149	0	976.7	-0
3778	-0	-0	-0	2149	0	976.7	-0
3779	-0	-0	-0	2149	0	976.7	-0
3780	-0	-0	-0	2149	0	976.7	-0
3781	-0	-0	-0	2149	0	976.7	-0
3782	-0	-0	-0	2149	0	976.7	-0
3783	-0	-0	-0	2149	0	976.7	-0
3784	-0	-0	-0	2149	0	976.7	-0
3785	-0	-0	-0	2149	0	976.7	-0
3786	-0	-0	-0	2149	0	976.7	-0
3787	-0	-0	-0	2149	0	976.7	-0
3788	-0	-0	-0	2149	0	976.7	-0
3789	-0	-0	-0	2149	0	976.7	-0
3790	-0	-0	-0	2149	0	976.7	-0
3791	-0	-0	-0	2149	0	976.7	-0
3792	-0	-0	-0	2149	0	976.7	-0
3793	-0	-0	-0	2149	0	976.7	-0
3794	-0	-0	-0	2149	0	976.7	-0
3795	-0	-0	-0	2149	0	976.7	-0
3796	-0	-0	-0	2149	0	976.7	-0
3797	-0	-0	-0	2149	0	976.7	-0
3798	-0	-0	-0	2149	0	976.7	-0
3799	-70.27	99.64	2.29	2430.46	0	1000.51	17423.5
3800	-42.65	81.02	0.23	2735.64	0	941.37	-8320.07
3801	-46.08	180.36	37.31	2495.93	0	958.04	-7778.29
3802	-169.07	207.98	38.53	2538.05	0	956.21	28813.5
3803	-108.03	313.11	47.68	2598.6	0	946.88	13165.1
3804	-169.75	351.72	78.74	2452.69	0	968.29	-16526.5
3805	-133.13	332.64	73.09	2561.16	0	959.13	46632.7
3806	-63.78	369.26	19.99	2526.08	0	966.95	25267.9
3807	-82.47	388.49	8.24	2524.37	0	968.7	-3801.35
3808	-68.82	508.88	22.2	2478.28	0	977.08	30490.9
3809	-43.72	535.58	-37.92	2514.33	0	974.23	-16345.4
3810	-76.07	670.78	-23.8	2445.84	0	971.74	6889.93
3811	-71.79	705.11	35.48	2458.47	0	980.45	26931.3
3812	-96.21	793.15	24.26	2437.18	0	976.46	-3481.68
3813	-116.81	867.77	63.02	2428.34	0	982.72	34377.4
3814	-88.73	868.07	53.18	2433.05	0	981.37	23416.3
3815	-123.83	952	50.89	2405.7	0	989.79	-3482.65
3816	-100.94	994.87	17.01	2424.66	0	991.59	42797.5
3817	-118.03	1046.6	-39.6	2381.82	0	992.21	120.52
3818	-109.79	1102.91	-30.82	2397.7	0	998.5	-7616.32
3819	-102.92	1120.15	-51.65	2384.8	0	995.81	21717.5
3820	-96.05	1198.73	-77.36	2375.19	0	999.6	-10863.7
3821	-108.26	1189.42	-52.34	2368.25	0	999.49	8953.42
3822	-92.47	1268.77	-24.41	2355.98	0	1001.39	15854.6
3823	-97.27	1239.32	-57.37	2368.33	0	998.8	-14506.7
3824	-105.36	1294.4	-32.27	2337.3	0	999.36	20395.1
3825	-87.59	1287.99	-18.92	2349.18	0	1000.12	7340.37
3826	-111.92	1309.81	-29.53	2335.7	0	998.54	-7510.2
3827	-92.39	1326.75	-21.9	2325.17	0	997.11	16519.8
3828	-96.89	1315.31	-7.86	2329.84	0	996.17	3693.23
3829	-116.42	1353.3	12.44	2314.35	0	998.1	5823.32
3830	-70.72	1322.78	5.57	2319.32	0	994.66	14835.2
3831	-100.94	1379.39	15.34	2300.65	0	995.79	5960.13
3832	-77.67	1329.65	24.64	2305.18	0	994.68	12483.5
3833	-63.02	1380.77	24.03	2292.14	0	992.8	15335.7
3834	-83.24	1357.73	14.34	2281.75	0	994.51	5821.04
3835	-38.6	1364.59	21.29	2284.29	0	992.82	12631.4
3836	-67.14	1376.95	30.29	2263.96	0	993.98	12693.9
3837	-39.37	1352.39	15.34	2271.06	0	993.97	5716.91
3838	-19.07	1384.74	26.78	2253.4	0	994.43	15390.5
3839	-25.56	1346.59	26.02	2250.42	0	995.72	10105.8
3840	3.36	1364.75	16.1	2241.43	0	994.08	7350.69
3841	12.13	1346.74	9.54	2226.7	0	993.47	15084.1
3842	25.71	1335.75	15.72	2228.68	0	993.73	9321.93
3843	40.13	1327.06	16.78	2208.5	0	994.9	12824.9
3844	52.64	1293.79	9.77	2218.31	0	994.58	14104.3
3845	60.5	1286.16	3.51	2194.16	0	993.5	7862.61
3846	79.35	1265.87	14.57	2193.91	0	995.9	13290
3847	81.48	1229.25	3.43	2184.06	0	994.32	14811
3848	95.98	1221.31	2.67	2176.32	0	995.76	9795.15
3849	108.64	1156.77	1.91	2176.51	0	995.63	14144.9
3850	103.07	1160.13	1.6	2153.13	0	997.43	11984.6
3851	130.92	1116.49	-1.53	2170.37	0	996.97	11123.7
3852	116.96	1059.11	-17.85	2132.03	0	994.14	15969.1
3853	145.72	1054.38	-3.28	2151.8	0	996.9	7269.08
3854	129.78	960.39	-19.76	2122.71	0	995.59	19732.7
3855	155.87	971.98	-9	2128.52	0	998.47	9222.58
3856	149.54	904.39	-20.22	2126.8	0	995.93	13534.9
3857	147.32	860.14	-18.23	2098.69	0	997.97	15214
3858	165.63	823.97	-18.31	2121.05	0	997.86	9065.37
3859	132.37	755.77	-24.57	2078.76	0	998.66	14062.1
3860	168.91	738.98	-15.03	2100.33	0	999.45	6219.41
3861	138.02	652.62	-29.14	2076.49	0	998.05	14532.9
3862	145.26	639.19	-19	2067.31	0	999.85	10429.5
3863	152.51	570.53	-26.93	2075.05	0	994.09	13418.8
3864	120.85	528.72	-20.14	2050.58	0	999.58	10378.3
3865	145.57	484.16	-20.98	2070.91	0	996.52	11452.4
3866	115.28	433.35	-18.77	2048.2	0	997.93	12645.7
3867	110.86	401.92	-18.01	2038.86	0	997.08	10720
3868	117.42	355.68	-21.13	2044	0	996	10750.2
3869	92.09	316.16	-13.73	2049.51	0	996.32	6692.92
3870	92.01	279.85	-20.37	2043.46	0	991.06	13969.6
3871	73.62	241.39	-15.56	1968.62	0	998.85	9195.43
3872	74.39	227.51	-11.9	2041.56	0	992.47	10502.4
3873	61.72	186	-16.33	2003.44	0	985.87	10142.8
3874	55.01	180.36	-12.28	1991.98	0	986.49	9622.28
3875	40.51	134.89	-8.32	1972.06	0	995.5	7733.93
3876	53.25	126.34	-10.76	2068.85	0	1003.26	10395.1
3877	30.21	99.64	-16.56	1966.57	0	973.55	8888.82
3878	31.97	87.89	-11.29	1929.46	0	970.49	8123.65
3879	29.83	75.53	-2.98	2006.44	0	1020.99	6388.12
3880	22.2	59.05	-19.61	2083.58	0	946.42	10834.6
3881	12.44	56	-6.87	1912.82	0	986.63	6761.83
3882	19.61	30.36	-4.96	1930.04	0	966.17	7323.16
3883	19.15	50.35	-2.52	2251.07	0	985.98	8515.12
3884	-0	-0	-0	2149	0	976.7	-0
3885	-0	-0	-0	2149	0	976.7	-0
3886	-0	-0	-0	2149	0	976.7	-0
3887	-0	-0	-0	2149	0	976.7	-0
3888	-0	-0	-0	2149	0	976.7	-0
3889	-0	-0	-0	2149	0	976.7	-0
3890	-0	-0	-0	2149	0	976.7	-0
3891	-0	-0	-0	2149	0	976.7	-0
3892	-0	-0	-0	2149	0	976.7	-0
3893	-0	-0	-0	2149	0	976.7	-0
3894	-0	-0	-0	2149	0	976.7	-0
3895	-0	-0	-0	2149	0	976.7	-0
3896	-0	-0	-0	2149	0	976.7	-0
3897	-0	-0	-0	2149	0	976.7	-0
3898	-0	-0	-0	2149	0	976.7	-0
3899	-0	-0	-0	2149	0	976.7	-0
3900	-0	-0	-0	2149	0	976.7	-0
3901	-0	-0	-0	2149	0	976.7	-0
3902	-0	-0	-0	2149	0	976.7	-0
3903	-0	-0	-0	2149	0	976.7	-0
3904	-0	-0	-0	2149	0	976.7	-0
3905	-0	-0	-0	2149	0	976.7	-0
3906	-0	-0	-0	2149	0	976.7	-0
3907	-0	-0	-0	2149	0	976.7	-0
3908	-0	-0	-0	2149	0	976.7	-0
3909	-0	-0	-0	2149	0	976.7	-0
3910	-0	-0	-0	2149	0	976.7	-0
3911	-0	-0	-0	2149	0	976.7	-0
3912	-0	-0	-0	2149	0	976.7	-0
3913	-19.3	55.24	6.71	2481.33	0	1102.93	1606.68
3914	-115.43	79.35	-4.96	2590.25	0	1069.78	1625.83
3915	-51.27	122.83	-12.05	2696.65	0	1108	26947.3
3916	-131.23	226.59	-43.72	2583.34	0	1054.04	25390.9
3917	-246.2	307.92	-56.69	2578.93	0	1055.52	-26247.6
3918	-203.48	380.86	-35.86	2565.67	0	1049.6	2842.73
3919	-199.43	336.61	-49.59	2566.31	0	1031.35	8866.41
3920	-89.26	412.6	-10.38	2575.04	0	1050.82	-25613.2
3921	-66.76	511.47	17.17	2506.95	0	1047.82	39512.3
3922	-23.35	597.08	-15.41	2535.81	0	1042.28	10627
3923	-44.33	714.11	-17.93	2498.15	0	1047.21	6332.35
3924	-99.03	816.35	-26.86	2482.32	0	1039.84	29239.2
3925	-119.93	932.31	-78.81	2479.54	0	1037.3	-32920
3926	-159.45	958.56	-63.71	2451.6	0	1035.59	-9308.99
3927	-119.4	1026.15	14.19	2464.33	0	1031.08	38837.7
3928	-146.26	1009.52	26.4	2453.84	0	1033.97	-1732.27
3929	-138.47	1052.86	41.28	2427.55	0	1026.03	14722.4
3930	-143.74	1058.96	72.02	2446.16	0	1026.83	27891.2
3931	-166.63	1096.65	59.59	2417.06	0	1026.95	13909.6
3932	-130.16	1094.21	50.13	2428.53	0	1027.23	30190.9
3933	-139.16	1142.12	30.82	2414.31	0	1023.92	8494.65
3934	-130.23	1161.5	21.51	2401.6	0	1027.26	9807.47
3935	-120.39	1171.72	7.86	2407.71	0	1025.44	23293.6
3936	-151.44	1229.71	3.05	2387.44	0	1024.84	10639.3
3937	-123.98	1203.77	4.5	2391.63	0	1026.57	10385.7
3938	-131.76	1250.76	4.43	2371.34	0	1024.74	24210.2
3939	-127.03	1237.03	2.9	2380.21	0	1027.43	11295.3
3940	-111.62	1263.43	-0.99	2355.79	0	1023.42	18545.2
3941	-120.93	1268.77	2.67	2358.33	0	1025.88	18702.6
3942	-105.36	1277.16	-6.56	2361.07	0	1024.36	14112
3943	-99.41	1289.37	1.83	2336.13	0	1024.08	19077.4
3944	-95.67	1291.96	2.9	2347.78	0	1023.68	14754.7
3945	-89.49	1293.49	-1.68	2324.29	0	1021.28	18377.5
3946	-75.53	1302.95	12.59	2332.94	0	1022.67	25705.5
3947	-89.11	1286.93	3.81	2321.71	0	1022.1	14105.8
3948	-63.25	1307.53	4.58	2310.99	0	1020.16	20049.8
3949	-75.23	1280.21	5.19	2309.48	0	1021.42	22568.4
3950	-68.28	1308.59	10.3	2295.23	0	1020.64	19260.3
3951	-45.93	1286.62	5.95	2298.75	0	1020.12	22514.7
3952	-56.76	1287.99	4.96	2283.95	0	1021.43	21525.8
3953	-32.12	1285.71	3.97	2284.75	0	1021.16	16699.2
3954	-27.69	1267.85	0.76	2269.73	0	1019.96	23294.2
3955	-14.11	1273.8	0.38	2258.61	0	1020.42	17676.6
3956	8.39	1263.28	0.38	2267.1	0	1017.62	14485.2
3957	-2.21	1239.62	2.37	2234.99	0	1019.21	24387
3958	38.83	1240.39	10.76	2252.79	0	1019.29	15088.6
3959	26.55	1214.6	6.33	2227.82	0	1017.42	21126.5
3960	50.66	1204.53	12.51	2221.81	0	1017.52	17264.1
3961	60.42	1191.86	8.7	2228.07	0	1016.81	18020.1
3962	53.86	1144.26	10.68	2202.9	0	1016.81	18926.2
3963	93.84	1148.68	15.49	2210.16	0	1013.26	16056.7
3964	63.48	1090.09	21.74	2186.04	0	1018.47	19388.6
3965	113.75	1097.56	21.59	2203.59	0	1013.02	19354.9
3966	88.58	1033.63	18.08	2172.52	0	1012.34	16431.4
3967	108.8	1026.61	35.48	2171.64	0	1016.4	16868.5
3968	130.54	983.73	28	2175.2	0	1010.73	20288.2
3969	104.22	949.86	25.33	2154.1	0	1012.45	14199.5
3970	138.4	906.68	31.59	2154.29	0	1013.42	17347.2
3971	136.72	879.97	31.51	2139.7	0	1009.86	17470.1
3972	134.05	836.64	28.84	2140.26	0	1010.02	14602.3
3973	146.71	782.62	32.35	2127.3	0	1010.4	16503.3
3974	138.63	753.02	38.99	2125.2	0	1011.43	12993.3
3975	139.24	686.19	28.15	2117.51	0	1010.22	16100.2
3976	140.38	661.77	28.38	2104.2	0	1009.88	11258.3
3977	133.82	615.08	31.59	2108.63	0	1007.54	13089.6
3978	134.51	561.83	31.66	2093	0	1010.89	16050.4
3979	131.23	523.83	27.16	2092.84	0	1007.49	9329.87
3980	121.99	485.53	31.66	2079.42	0	1007.07	13451
3981	118.18	434.88	31.89	2064.02	0	1013.13	10912.9
3982	109.79	393.37	21.97	2076.77	0	1008.3	12211.1
3983	107.35	368.04	28.15	2084.55	0	1009.72	10006.3
3984	90.71	308.99	20.37	2028.91	0	1012.34	8859.95
3985	90.33	301.06	18.23	2088.37	0	1010.08	11274.6
3986	75.45	262.3	15.49	2023.53	0	1009.89	12212.9
3987	89.11	235.44	18.54	2080.08	0	1013.4	6413.79
3988	60.2	203.7	15.26	2036.65	0	1013.29	10874.6
3989	57.37	176.7	10.68	2014.49	0	1023.68	10643.2
3990	70.11	159.3	10.83	2057.13	0	1024.71	7760.35
3991	39.22	132.14	2.75	2003.57	0	1028.76	10826.5
3992	49.29	125.58	-1.14	1992.68	0	1012.12	5873.66
3993	35.32	94.76	2.67	1914.17	0	1048.13	10932.8
3994	39.22	84.84	-1.53	2127.88	0	1018.95	5234
3995	34.41	88.81	-3.89	2009.45	0	1008.82	9486.37
3996	19.15	53.71	5.72	1861.17	0	1084.73	5447.69
3997	37.23	63.93	-2.14	2176.11	0	1009.45	7345.12
3998	11.98	41.05	1.3	1773.82	0	1043.65	10578.9
3999	-0	-0	-0	2149	0	976.7	-0
4000	19.61	32.5	3.89	2185.75	0	1046.53	6117.04
4001	-0	-0	-0	2149	0	976.7	-0
4002	-0	-0	-0	2149	0	976.7	-0
4003	-0	-0	-0	2149	0	976.7	-0
4004	-0	-0	-0	2149	0	976.7	-0
4005	-0	-0	-0	2149	0	976.7	-0
4006	-0	-0	-0	2149	0	976.7	-0
4007	0	0	0	2149	0	976.7	0
4008	-0	-0	-0	2149	0	976.7	-0
4009	-0	-0	-0	2149	0	976.7	-0
4010	-0	-0	-0	2149	0	976.7	-0
4011	-0	-0	-0	2149	0	976.7	-0
4012	-0	-0	-0	2149	0	976.7	-0
4013	-0	-0	-0	2149	0	976.7	-0
4014	-0	-0	-0	2149	0	976.7	-0
4015	-0	-0	-0	2149	0	976.7	-0
4016	-0	-0	-0	2149	0	976.7	-0
4017	-0	-0	-0	2149	0	976.7	-0
4018	-0	-0	-0	2149	0	976.7	-0
4019	-0	-0	-0	2149	0	976.7	-0
4020	-0	-0	-0	2149	0	976.7	-0
4021	-0	-0	-0	2149	0	976.7	-0
4022	-0	-0	-0	2149	0	976.7	-0
4023	-0	-0	-0	2149	0	976.7	-0
4024	0	0	0	2149	0	976.7	0
4025	-0	-0	-0	2149	0	976.7	-0
4026	-0	-0	-0	2149	0	976.7	-0
4027	-0	-0	-0	2149	0	976.7	-0
4028	-0	-0	-0	2149	0	976.7	-0
4029	-17.32	38.45	-6.56	2883.51	0	964.28	6879.61
4030	-79.65	77.36	-17.47	2409.1	0	925.58	10334.7
4031	-41.66	107.12	0.69	2583.34	0	953.88	-1935.71
4032	-55.24	183.11	34.79	2613.81	0	951.34	-11602.4
4033	-165.63	267.03	36.09	2508.27	0	944.3	24722.5
4034	-110.55	309.14	52.49	2569.2	0	947.25	26683
4035	-138.02	347.44	77.67	2515.24	0	968.61	-4914.68
4036	-110.63	350.04	74.16	2556.55	0	962.25	53645
4037	-37.77	392.91	22.13	2497.73	0	969.88	25806
4038	-61.57	388.34	12.74	2583.2	0	981.44	514.18
4039	-39.44	522.61	-7.25	2469.01	0	973.71	35841.8
4040	4.65	525.51	-46.23	2506.74	0	977.08	-22906.3
4041	-61.8	650.33	-33.04	2455.08	0	974.9	5885.29
4042	-81.25	699.46	45.01	2466.11	0	984.28	28332.8
4043	-83.92	745.7	22.58	2462.29	0	982.52	5861.89
4044	-136.26	837.86	41.43	2434.98	0	985.58	15704.6
4045	-80.26	843.96	56.08	2456.03	0	992.29	23255
4046	-148.77	907.29	24.11	2402.14	0	993.73	6427.38
4047	-112.61	965.27	-21.82	2446.87	0	994.27	13275.7
4048	-117.87	1004.79	-26.25	2396.15	0	997.66	11138.6
4049	-123.6	1067.05	-34.64	2407.85	0	999.98	-3017.07
4050	-109.1	1105.65	-53.02	2406.23	0	1000.89	13870.5
4051	-104.22	1171.42	-50.13	2377.38	0	999.63	8691.5
4052	-103.07	1183.93	-23.73	2409.7	0	1001.38	1514.9
4053	-121	1233.37	-26.47	2363.25	0	1000.76	15572.5
4054	-91.25	1252.44	-27.39	2389.14	0	999.88	4657.21
4055	-131.76	1265.41	-15.95	2360.96	0	1000.72	10494.4
4056	-100.17	1284.33	-2.37	2362.15	0	1001.79	13786
4057	-114.52	1283.87	-15.03	2363.52	0	998.86	5068.92
4058	-128.25	1324.62	-5.11	2336.55	0	997.52	11613.5
4059	-97.43	1303.71	14.27	2347.5	0	999.55	12947.7
4060	-125.35	1336.21	13.58	2324.67	0	998.73	10292.7
4061	-82.86	1345.52	18.46	2343.02	0	995.36	10689.9
4062	-97.66	1336.82	21.21	2306.96	0	996.32	13906.1
4063	-71.18	1369.48	38.45	2324.1	0	998.3	12872.4
4064	-71.79	1348.42	24.26	2312.09	0	994.86	15733
4065	-70.57	1371.77	30.52	2291.97	0	995.55	7949.4
4066	-55.54	1362.61	42.57	2308.9	0	996.74	16763.2
4067	-72.48	1357.42	33.95	2277.07	0	994.7	14819.1
4068	-33.72	1363.83	41.5	2290.92	0	995.01	8537.54
4069	-59.28	1344.76	45.62	2271.28	0	996.52	17725.8
4070	-18.08	1347.2	44.33	2264.18	0	995.15	15791.6
4071	-21.36	1349.64	42.72	2264.21	0	995.17	11545.3
4072	-11.14	1325.38	37.84	2241.55	0	995.78	16675.6
4073	35.25	1330.41	39.37	2251.81	0	995.87	11865.6
4074	-1.91	1306.92	34.26	2233.08	0	996.59	12971.7
4075	51.19	1298.22	34.18	2225.9	0	995.7	13629.6
4076	53.56	1292.72	36.54	2226.3	0	996.93	12400.6
4077	40.44	1259.61	26.7	2206.28	0	996.1	15806.3
4078	90.87	1255.8	27.47	2208.24	0	997.15	11257.6
4079	68.05	1222.23	21.44	2197.95	0	997.48	12341.7
4080	90.26	1203.92	21.9	2187.92	0	998.23	14200.5
4081	105.36	1171.11	13.43	2179.6	0	997.19	12870.8
4082	89.57	1154.02	16.4	2176.89	0	1000.14	13511
4083	126.72	1114.81	8.32	2176.19	0	999.24	10314.5
4084	109.33	1079.25	-1.83	2148.47	0	999.26	11555.7
4085	124.51	1047.67	3.59	2157.74	0	1001.16	14146.6
4086	140.76	1005.71	-6.48	2142.38	0	998.74	15615
4087	130.69	972.14	-5.87	2139.29	0	1002.64	8144.52
4088	144.58	933.69	-14.5	2131.6	0	999.69	14485.2
4089	146.94	889.74	-7.71	2117.33	0	1004.96	13751.5
4090	150.76	843.35	-21.21	2129.12	0	999.43	11646.5
4091	146.71	816.35	-19.45	2098.2	0	1001.33	8117.32
4092	154.57	755.62	-16.56	2100.21	0	1005.48	10975.2
4093	148.7	717.01	-22.74	2102.16	0	1002.8	13830.2
4094	140.53	670.93	-20.22	2068.33	0	1003.83	9620.39
4095	155.11	621.19	-23.27	2079.47	0	1001.93	12191.4
4096	136.87	584.26	-16.78	2070.69	0	1005.47	10168.2
4097	147.32	531.31	-28.69	2063.5	0	999.98	13760.8
4098	125.2	491.33	-16.25	2048.35	0	1006.81	9946.51
4099	128.48	445.86	-22.81	2062.63	0	1002.01	12640.9
4100	119.17	418.55	-19.3	2040.44	0	1003.24	9547.59
4101	100.02	371.7	-18.16	2035.96	0	1004.62	7989.92
4102	107.19	325.32	-22.28	2040.43	0	998.03	13726.2
4103	89.11	301.97	-15.49	2025.13	0	1004.66	6436.6
4104	75.91	264.13	-22.81	2019.11	0	991.94	11840.2
4105	78.05	239.26	-13.89	2012.06	0	998.3	8792.34
4106	69.81	207.52	-15.26	2002.87	0	1000.8	9890.26
4107	48.98	183.11	-13.12	1980.35	0	996.79	9010.6
4108	52.64	160.52	-13.05	2056.96	0	993.17	6683.43
4109	36.62	135.8	-10.38	1937.09	0	1007.27	9697.32
4110	44.1	119.63	-11.22	2023.92	0	998.88	7081.29
4111	26.93	93.69	-10.45	2074.16	0	979.18	8323.68
4112	20.45	85.14	-7.55	1900.63	0	1018.21	8120.68
4113	28.38	73.24	-11.37	2164.81	0	969.39	2736.38
4114	3.59	56.92	-18.62	1760.4	0	962.71	17307.7
4115	22.96	48.37	-7.1	2184.83	0	1008.31	4204.51
4116	7.93	36.32	-8.93	1995.13	0	905.43	11691.4
4117	8.39	31.74	5.11	1799.12	0	1106.31	1760.19
4118	-0	-0	-0	2149	0	976.7	-0
4119	-0	-0	-0	2149	0	976.7	-0
4120	-0	-0	-0	2149	0	976.7	-0
4121	-0	-0	-0	2149	0	976.7	-0
4122	-0	-0	-0	2149	0	976.7	-0
4123	-0	-0	-0	2149	0	976.7	-0
4124	-0	-0	-0	2149	0	976.7	-0
4125	-0	-0	-0	2149	0	976.7	-0
4126	-0	-0	-0	2149	0	976.7	-0
4127	-0	-0	-0	2149	0	976.7	-0
4128	-0	-0	-0	2149	0	976.7	-0
4129	-0	-0	-0	2149	0	976.7	-0
4130	-0	-0	-0	2149	0	976.7	-0
4131	-0	-0	-0	2149	0	976.7	-0
4132	-0	-0	-0	2149	0	976.7	-0
4133	-0	-0	-0	2149	0	976.7	-0
4134	-0	-0	-0	2149	0	976.7	-0
4135	-0	-0	-0	2149	0	976.7	-0
4136	-0	-0	-0	2149	0	976.7	-0
4137	-0	-0	-0	2149	0	976.7	-0
4138	-0	-0	-0	2149	0	976.7	-0
4139	-0	-0	-0	2149	0	976.7	-0
4140	-0	-0	-0	2149	0	976.7	-0
4141	-0	-0	-0	2149	0	976.7	-0
4142	-0	-0	-0	2149	0	976.7	-0
4143	-0	-0	-0	2149	0	976.7	-0
4144	-0	-0	-0	2149	0	976.7	-0
4145	-21.29	53.25	11.06	2496.87	0	1143.69	3794.06
4146	-83.92	56.92	-7.86	2610.26	0	1096.91	5441.41
4147	-57.3	139.01	5.95	2633.82	0	1135	19820.6
4148	-125.27	187.07	-41.66	2529.66	0	1088.23	15480.2
4149	-183.33	266.27	-44.17	2564.52	0	1110.87	3467.51
4150	-197.37	346.53	-35.78	2580.13	0	1104.34	-2917.8
4151	-185.01	349.12	-73.39	2507.83	0	1082.05	13318
4152	-72.02	443.42	-41.05	2572.65	0	1092.08	-12650.1
4153	-66.45	474.09	-39.14	2503.93	0	1091.09	-1685.69
4154	-3.74	583.04	-3.97	2513.7	0	1085.27	10823.3
4155	-18.16	658.72	-29.37	2505.57	0	1087.04	8629.98
4156	-86.44	757.9	-19.38	2462.35	0	1083.18	34589
4157	-66.76	832.82	-47.76	2491.48	0	1075.23	-5840.62
4158	-156.17	869.9	-58.52	2427.29	0	1078.64	-18742.4
4159	-102.16	923.92	-22.51	2464.19	0	1071.98	27166.5
4160	-135.35	911.56	-14.57	2438.2	0	1072.22	18661.2
4161	-142.97	954.13	14.11	2436.2	0	1071.88	-2458.17
4162	-129.78	964.97	35.32	2430.28	0	1066.55	31274.4
4163	-154.5	1016.39	32.81	2417.11	0	1068.48	16679.4
4164	-128.94	1010.44	25.41	2430.66	0	1067.66	12106.9
4165	-131.23	1076.81	31.66	2391.45	0	1065.76	28722
4166	-117.03	1095.73	10.53	2426.4	0	1066.28	7374.92
4167	-138.85	1135.1	-6.79	2379.36	0	1062.18	12606.5
4168	-123.83	1174.47	9.69	2382.93	0	1067.4	17455.8
4169	-132.52	1186.68	-5.8	2394.5	0	1065.15	11098.4
4170	-130.23	1217.35	-19.38	2354.84	0	1063.4	16442.4
4171	-109.25	1221.92	-12.51	2369.44	0	1065.87	8172.32
4172	-118.56	1247.86	-11.52	2355.03	0	1066.01	15548.4
4173	-90.33	1250.15	-17.17	2355.11	0	1066.43	19491.5
4174	-109.94	1272.43	-23.35	2343.57	0	1065.39	12499
4175	-86.36	1280.98	-16.94	2333.11	0	1063.34	11633.4
