Time	Fx	Fy	Fz	COPx	COPy	COPz	Ty
1	-184.63	328.67	-72.78	2591.73	0	1134.51	-15305.2
2	-194.63	348.66	-66.45	2514.68	0	1123.29	9418.18
3	-96.66	400.85	-45.39	2546.33	0	1136.36	-29979.2
4	-47.38	491.49	-19.99	2493.38	0	1127.69	12225.3
5	-36.24	552.83	-20.07	2500.02	0	1129.17	21395
6	-40.36	689.39	-33.26	2461.4	0	1122.47	4535.98
7	-86.75	786.13	-17.4	2442.53	0	1126.27	34288.9
8	-95.44	842.44	-82.32	2460.99	0	1118.35	-24974.3
9	-137.63	952.45	-36.09	2402.62	0	1116.94	5745.69
10	-115.2	912.93	-20.14	2436.08	0	1116.58	42782.6
11	-116.81	990.75	1.14	2410.7	0	1111.32	-5710.14
12	-122.45	937.81	28.84	2412.29	0	1118.76	20457.9
13	-123.83	977.33	36.54	2402.32	0	1107.33	23288
14	-135.35	985.26	35.25	2398.19	0	1115.18	5528.95
15	-126.95	976.56	29.53	2400.92	0	1115.83	33635.3
16	-129.09	1044.77	18.54	2374.18	0	1108.69	9514.3
17	-117.65	1017.3	5.11	2393.69	0	1116.67	1528.31
18	-122.83	1096.5	6.03	2356.81	0	1112.33	26452.1
19	-118.94	1097.56	-18.77	2373.02	0	1110.34	-101.61
20	-125.66	1156.01	-4.65	2358.99	0	1113.62	12971.7
21	-118.33	1158.6	-26.02	2349.11	0	1113.29	15563.8
22	-111.77	1174.32	-46.92	2347.68	0	1110.47	-3640.36
23	-117.26	1198.88	-27.08	2329.68	0	1113.25	19204.8
24	-83.31	1194.31	-39.6	2336.6	0	1113.36	14444.6
25	-111.16	1249.39	-31.66	2320.85	0	1112.69	8374.53
26	-94.76	1221.92	-37.69	2314.37	0	1112.76	18776.3
27	-75.38	1273.04	-30.75	2305.48	0	1108.5	10966.8
28	-103.84	1241.76	-32.12	2298.03	0	1113.87	19330.9
29	-63.4	1255.95	-25.18	2305.51	0	1109.81	15861.5
30	-85.98	1262.21	-26.32	2284.15	0	1110.2	14403.5
31	-63.4	1239.62	-27.01	2286.93	0	1113.17	15618.5
32	-53.86	1278.23	-24.72	2276.9	0	1105.59	19463.7
33	-59.59	1238.4	-26.86	2280.61	0	1112.01	16504.9
34	-42.04	1263.43	-26.78	2261.54	0	1107.87	15286.6
35	-47.45	1247.86	-32.73	2254.45	0	1108.34	21674.2
36	-29.22	1253.2	-23.04	2259.54	0	1109.05	14845
37	-22.96	1243.29	-36.7	2235.66	0	1105.93	20252.5
38	-13.96	1230.01	-31.81	2239.97	0	1108.79	15091.4
39	-4.65	1231.23	-33.95	2229.39	0	1107.5	18076.3
40	11.22	1213.84	-33.42	2221.91	0	1107.42	17618.4
41	19	1216.43	-33.8	2213.31	0	1105.49	16436.4
42	30.14	1186.98	-26.86	2205.49	0	1107.7	17607.4
43	51.35	1178.74	-31.43	2204.68	0	1103.11	14835.3
44	48.37	1170.35	-25.41	2192.31	0	1104.98	17584.6
45	71.33	1132.97	-22.81	2188.07	0	1105.28	15364.6
46	74.16	1121.52	-24.64	2174.84	0	1101.36	16997.2
47	76.98	1095.43	-17.17	2173.3	0	1104.06	15681.4
48	102.16	1058.81	-21.74	2159.86	0	1100.02	16381
49	98.11	1050.26	-5.34	2155.36	0	1101.09	15388.1
50	103.23	998.99	-12.13	2151.6	0	1101.24	18676.7
51	117.87	980.38	-8.93	2130.74	0	1099.09	15587.7
52	120.47	946.5	-0.46	2148.41	0	1097.83	14010.7
53	118.48	912.48	-5.72	2112.49	0	1096.73	16559.5
54	143.36	890.35	4.43	2129.43	0	1096.8	9399.49
55	123.52	818.18	-6.79	2111.09	0	1093.84	20950.6
56	142.52	819.7	16.71	2107.45	0	1099.05	9272.28
57	141.14	737.3	0.46	2100.05	0	1095.72	14111.6
58	132.22	735.32	9.77	2086.23	0	1092.64	13391.9
59	147.02	662.54	8.32	2094.89	0	1096.62	11417.1
60	130.84	629.73	5.8	2073.25	0	1089.24	18927.7
61	133.44	602.87	17.4	2074.19	0	1093.22	9410.39
62	133.51	540.62	6.64	2065.8	0	1092.76	12291.4
63	124.05	523.22	18.16	2062.12	0	1090.08	8823.04
64	120.01	445.86	6.03	2044	0	1095.04	12574.3
65	119.71	440.37	12.66	2045.04	0	1090.85	5963.79
66	109.79	382.23	8.39	2047.24	0	1089.02	11329.8
67	99.72	338.44	8.01	2025.65	0	1099.25	8710.9
68	90.79	325.47	9	2038.93	0	1090.3	7694.55
69	92.32	271.45	2.37	2023.97	0	1090.21	13049.8
70	77.21	266.57	11.98	2010.3	0	1093.27	5160.07
71	78.89	211.94	-0.08	2004.48	0	1088.81	11906.8
72	65.54	205.84	9.84	2012.26	0	1095.61	8146.65
73	63.55	167.08	-1.14	2029.87	0	1100.04	8539.54
74	63.48	148.16	2.21	1931.02	0	1112.14	10018.5
75	48.22	157.01	9.38	2083.15	0	1107.05	4047.09
76	47.3	87.59	-8.47	1912.15	0	1111.61	12580
77	53.94	137.63	11.67	2079.71	0	1085.3	5929.14
78	17.78	52.95	-4.96	1747.41	0	1176.82	10830.4
79	53.02	104.52	6.26	2131.35	0	1060.51	7600.4
80	16.86	47.3	-4.81	1878.86	0	1133.79	12931.8
81	24.19	50.2	-3.2	1932.21	0	1092.17	8733.49
82	39.52	58.75	9.54	2187.92	0	1076.39	7801.01
83	-0	-0	-0	2149	0	976.7	-0
84	30.21	49.29	5.26	2179.56	0	1061.15	4649.11
85	-0	-0	-0	2149	0	976.7	-0
86	-0	-0	-0	2149	0	976.7	-0
87	-0	-0	-0	2149	0	976.7	-0
88	0	0	0	2149	0	976.7	0
89	-0	-0	-0	2149	0	976.7	-0
90	-0	-0	-0	2149	0	976.7	-0
91	-0	-0	-0	2149	0	976.7	-0
92	-0	-0	-0	2149	0	976.7	-0
93	-0	-0	-0	2149	0	976.7	-0
94	-0	-0	-0	2149	0	976.7	-0
95	-0	-0	-0	2149	0	976.7	-0
96	-0	-0	-0	2149	0	976.7	-0
97	-0	-0	-0	2149	0	976.7	-0
98	-0	-0	-0	2149	0	976.7	-0
99	-0	-0	-0	2149	0	976.7	-0
100	-0	-0	-0	2149	0	976.7	-0
101	-0	-0	-0	2149	0	976.7	-0
102	-0	-0	-0	2149	0	976.7	-0
103	-0	-0	-0	2149	0	976.7	-0
104	-0	-0	-0	2149	0	976.7	-0
105	-0	-0	-0	2149	0	976.7	-0
106	-0	-0	-0	2149	0	976.7	-0
107	-0	-0	-0	2149	0	976.7	-0
108	-0	-0	-0	2149	0	976.7	-0
109	-0	-0	-0	2149	0	976.7	-0
110	-0	-0	-0	2149	0	976.7	-0
111	-36.09	63.93	-10.83	2603.78	0	939.99	2654.72
112	-68.05	91.4	-5.26	2466.55	0	952.37	-2087.27
113	-39.29	117.34	22.13	2602.63	0	980.68	-7099.6
114	-104.6	233.15	57.07	2463.21	0	981.81	11748.4
115	-145.19	279.54	49.44	2538.59	0	965.06	29841.7
116	-132.52	338.75	71.56	2473.76	0	985.41	-10220.4
117	-138.4	333.71	85.07	2522.71	0	989.35	24592.3
118	-66.3	388.49	54.17	2492.94	0	990.11	42146.5
119	-56.76	399.17	11.52	2499.47	0	989.39	-4527.81
120	-65.46	451.51	21.06	2484.81	0	996.9	30861.9
121	-15.72	564.12	-19.76	2462.97	0	999	1360.52
122	-22.66	592.19	-61.95	2477.59	0	994.05	-14182.7
123	-110.47	701.6	3.74	2410.62	0	1001.61	1713.46
124	-94.07	784.76	51.57	2430.79	0	1006.71	25292
125	-132.06	840.45	13.12	2413.53	0	1002.59	10631.2
126	-119.63	903.32	46.01	2408.77	0	1009.72	14292.7
127	-115.81	939.33	35.71	2392.57	0	1011.03	15883
128	-126.95	1012.12	-28.08	2388.08	0	1009.78	6547.23
129	-100.1	1001.13	-44.17	2397.32	0	1012.38	8113.53
130	-109.25	1070.4	-20.22	2366.9	0	1011.96	536.27
131	-110.24	1077.73	-26.25	2376.84	0	1019.08	3936.93
132	-95.67	1158.45	-43.03	2363.36	0	1012.71	15120.4
133	-127.72	1157.68	-5.57	2352.29	0	1014.73	5638.92
134	-103	1201.93	19.91	2356.26	0	1014.96	4874.48
135	-116.2	1230.93	3.59	2339.54	0	1012.44	21833.6
136	-110.17	1230.93	11.98	2346.65	0	1012.33	10640.5
137	-105.9	1272.89	40.97	2319.63	0	1013.58	12955
138	-108.87	1249.54	27.62	2330.32	0	1012.45	18159.3
139	-114.67	1298.07	12.89	2314.47	0	1009.77	12679.7
140	-103.38	1289.06	48.45	2314.65	0	1013.24	16743.5
141	-103	1304.17	50.43	2304.47	0	1010.25	16892.4
142	-92.01	1331.79	39.44	2298.93	0	1010.12	12709
143	-86.9	1314.24	46.77	2296.56	0	1009.28	18130.9
144	-88.42	1343.99	66.15	2281.98	0	1010.35	17718.2
145	-65.84	1320.34	54.32	2279.85	0	1011.88	15230.8
146	-69.58	1344.91	50.89	2269.05	0	1008.38	20727.7
147	-55.31	1346.89	61.42	2264.99	0	1009.02	11709.9
148	-44.33	1343.23	62.18	2255.43	0	1010.58	15892.8
149	-41.81	1352.69	53.79	2246.17	0	1008.63	20451.9
150	-20.6	1330.57	61.95	2249.78	0	1011.95	11456.2
151	-19.76	1342.93	62.18	2224.49	0	1009.82	16367.8
152	6.1	1340.33	54.78	2235.13	0	1008.9	14986.3
153	6.48	1330.57	51.73	2215.86	0	1010.72	16051.2
154	34.18	1322.33	60.81	2214.54	0	1011.71	17775.5
155	33.72	1311.8	49.06	2206.65	0	1009.71	12220.3
156	45.09	1294.86	44.63	2189.23	0	1011.5	19429
157	66.68	1280.98	52.26	2196.92	0	1011.65	17211.5
158	58.67	1254.27	37.23	2171.65	0	1011.12	12582
159	95.98	1241.61	37.46	2180.53	0	1012.54	14114.2
160	78.2	1200.26	25.41	2160.53	0	1010.78	20655.4
161	109.56	1198.73	34.64	2161.88	0	1013.89	9467.85
162	110.17	1146.85	20.29	2148.79	0	1011.67	15896
163	113.6	1123.5	14.65	2136.79	0	1014.18	15992.5
164	136.87	1087.49	14.72	2147.09	0	1014.84	11670.1
165	120.47	1051.64	4.04	2114.21	0	1012.38	16557.6
166	145.65	1035.16	8.16	2128	0	1015.29	9437.45
167	139.24	957.49	-6.64	2108.42	0	1014.19	18717.1
168	145.8	955.05	3.51	2110.85	0	1016.59	12073.3
169	152.05	875.7	-9.99	2103.04	0	1016.24	12528.3
170	148.47	855.26	-7.63	2085	0	1016.35	13241.9
171	162.66	808.72	-9.69	2098.81	0	1016.78	13226.2
172	149.08	746.61	-15.49	2076.52	0	1017.01	14833.8
173	156.33	721.89	-14.04	2079.3	0	1015.48	10517
174	150.76	670.93	-15.72	2059.1	0	1016.84	14163.2
175	153.66	629.27	-12.66	2064.11	0	1017.71	12992.6
176	144.73	567.32	-24.19	2050.24	0	1011.3	12588.1
177	137.63	548.25	-9.84	2046.31	0	1016.69	10454.8
178	131.68	475.01	-17.32	2026.95	0	1015.76	14142.9
179	128.86	442.96	-15.41	2030.49	0	1017.11	11616.7
180	119.25	413.67	-12.51	2053.03	0	1013.86	10791.4
181	114.06	340.42	-23.5	2004.18	0	1007.21	13436.4
182	104.29	341.34	-8.54	2023.19	0	1019.65	6225.88
183	86.14	267.94	-18.16	1994.14	0	1011.01	12631.8
184	96.51	271.61	-13.96	2041.3	0	998.24	10526.2
185	45.09	214.39	-12.44	1934.29	0	1019.66	8979.33
186	83.69	200.35	-13.28	2043.08	0	1000.41	9982.69
187	51.12	173.95	-9.84	2000.78	0	999.96	10424
188	36.77	128.78	-12.51	1891.2	0	1022.53	10823.4
189	67.06	153.35	-4.43	2128.79	0	996.2	6823.14
190	23.19	90.64	-11.75	1922.2	0	999.85	11124.9
191	38.99	106.05	-5.72	1960.13	0	1010.95	9353.01
192	34.26	71.72	-7.48	2088.51	0	976.29	9522.08
193	16.02	59.2	-8.24	1904.61	0	995.14	9940.45
194	27.39	59.2	1.98	2055.94	0	1008.04	5805.31
195	14.11	30.98	-11.67	1846.97	0	968.2	12659.4
196	16.33	48.22	1.14	1995.85	0	1052.89	5225.92
197	-0	-0	-0	2149	0	976.7	-0
198	6.87	34.03	-3.97	2041.26	0	1031.28	3785.72
199	-0	-0	-0	2149	0	976.7	-0
200	-0	-0	-0	2149	0	976.7	-0
201	-0	-0	-0	2149	0	976.7	-0
202	-0	-0	-0	2149	0	976.7	-0
203	-0	-0	-0	2149	0	976.7	-0
204	-0	-0	-0	2149	0	976.7	-0
205	-0	-0	-0	2149	0	976.7	-0
206	-0	-0	-0	2149	0	976.7	-0
207	-0	-0	-0	2149	0	976.7	-0
208	-0	-0	-0	2149	0	976.7	-0
209	-0	-0	-0	2149	0	976.7	-0
210	-0	-0	-0	2149	0	976.7	-0
211	-0	-0	-0	2149	0	976.7	-0
212	-0	-0	-0	2149	0	976.7	-0
213	-0	-0	-0	2149	0	976.7	-0
214	-0	-0	-0	2149	0	976.7	-0
215	-0	-0	-0	2149	0	976.7	-0
216	-0	-0	-0	2149	0	976.7	-0
217	-0	-0	-0	2149	0	976.7	-0
218	-0	-0	-0	2149	0	976.7	-0
219	-0	-0	-0	2149	0	976.7	-0
220	-0	-0	-0	2149	0	976.7	-0
221	-0	-0	-0	2149	0	976.7	-0
222	-0	-0	-0	2149	0	976.7	-0
223	-0	-0	-0	2149	0	976.7	-0
224	-0	-0	-0	2149	0	976.7	-0
225	-75.53	76.75	-5.11	2503.42	0	1066.7	367.79
226	-0	-0	-0	2149	0	976.7	-0
227	-122.68	169.68	-33.49	2562.62	0	1084.38	12940.9
228	-210.42	230.87	-27.24	2536.58	0	1143.53	8563.46
229	-198.82	348.97	-51.88	2544.17	0	1097.78	-5121.2
230	-245.97	308.99	-62.1	2538.79	0	1093.52	-565.52
231	-110.86	270.23	-28.84	2593.95	0	1118.04	-14125.5
232	-79.27	352.63	3.13	2554.15	0	1087.36	4101.84
233	-99.18	395.05	-4.43	2526.96	0	1087.92	19955.3
234	-39.06	409.55	11.75	2543.55	0	1103.54	8416.67
235	-102.69	543.06	36.01	2489.66	0	1094.77	10344.5
236	-105.06	615.23	-27.85	2485.92	0	1091.03	11701.2
237	-80.49	716.86	-56.61	2449.19	0	1091.07	13007.2
238	-159.76	808.56	-71.49	2437.96	0	1086.64	-8773.88
239	-99.72	872.34	-62.94	2444.42	0	1084.03	-23097.5
240	-74.62	929.72	-55.01	2400.99	0	1080.67	10250.4
241	-123.37	1006.01	13.96	2422.1	0	1080.37	20145.4
242	-84	1043.24	36.32	2394.84	0	1079.22	9967.02
243	-108.34	1086.12	36.16	2387.71	0	1075.73	10301.9
244	-108.03	1108.09	43.26	2395.76	0	1074.62	26195.9
245	-85.37	1144.26	54.02	2367.92	0	1074.69	10815.6
246	-112	1127.93	34.64	2374.46	0	1073.14	11265.5
247	-107.27	1189.12	32.73	2367.01	0	1071.21	23846.9
248	-111.77	1170.04	23.04	2347.83	0	1073.16	9549.08
249	-120.62	1200.41	29.45	2359.99	0	1071.33	11553.7
250	-107.04	1202.85	19.84	2342.78	0	1072.87	16192.8
251	-104.9	1206.21	12.36	2338.65	0	1071.58	14306.1
252	-120.39	1234.59	27.01	2343.17	0	1074.59	15721.5
253	-98.11	1235.96	1.83	2334.23	0	1072.61	13510.5
254	-106.35	1254.73	-6.71	2317.02	0	1070.75	12074.8
255	-103.84	1255.19	0.31	2321.04	0	1072.54	13660.2
256	-83.69	1259.31	-7.71	2314.67	0	1070.94	13787.8
257	-94.6	1286.16	-12.44	2300.36	0	1069.95	13182.3
258	-81.02	1267.55	-9.16	2296.51	0	1073.15	15594.5
259	-68.97	1294.25	-5.34	2292.58	0	1070.62	13818.5
260	-87.66	1280.36	-12.89	2286.32	0	1071.68	14727
261	-54.47	1290.44	-11.29	2273.6	0	1072.02	16381.6
262	-61.26	1295.93	-6.94	2273.61	0	1070.72	16890.6
263	-60.65	1282.81	-15.87	2261.07	0	1072.34	16747.2
264	-23.04	1303.71	-15.79	2257.72	0	1068.23	12834.3
265	-47.3	1272.28	-17.47	2243.5	0	1070.36	20399.9
266	-12.51	1302.03	-4.81	2246.58	0	1071.19	11695.9
267	-10.22	1261.6	-19.23	2234.17	0	1070.34	19840
268	-11.67	1282.81	-7.02	2223.86	0	1071.1	16932.3
269	27.31	1254.88	-12.21	2222.09	0	1068.85	15466.4
270	15.41	1256.71	-7.32	2206.74	0	1068.54	19074.9
271	37.46	1240.69	-3.89	2207.96	0	1069.65	14994.9
272	52.49	1214.29	-6.1	2196.22	0	1067.57	19235.5
273	49.21	1206.05	1.98	2187.97	0	1068.9	16678.4
274	72.63	1180.57	-0	2182.38	0	1067.68	17063.3
275	80.34	1155.4	6.33	2169.01	0	1066.72	21796.5
276	87.81	1140.59	10.45	2173.55	0	1067.01	15061.8
277	99.87	1094.97	7.02	2155.83	0	1066.05	16447.7
278	110.47	1081.85	17.09	2150.5	0	1066.09	20006.5
279	110.17	1034.7	16.17	2144.39	0	1065.3	15853.1
280	125.35	1012.73	13.28	2128	0	1061.42	17037
281	128.17	965.12	21.97	2132.32	0	1065.42	17723
282	140.38	938.42	15.18	2123.05	0	1062.32	12976.2
283	140.08	890.66	20.07	2107.83	0	1063.15	15213.8
284	145.26	838.93	15.11	2100.34	0	1062.18	15376.2
285	148.47	834.5	33.95	2109.16	0	1063.35	12182.4
286	147.48	746.61	18.39	2088.42	0	1060.71	13350.8
287	151.67	748.6	28.92	2085.96	0	1059.8	10263.2
288	137.41	657.96	26.02	2070.87	0	1064.71	18258.1
289	158.84	661.47	27.16	2094.12	0	1053	13616.9
290	119.09	582.12	25.48	2028.37	0	1063.52	9694.28
291	156.33	554.5	27.62	2071.5	0	1058.33	14875.3
292	136.72	519.87	32.2	2059.75	0	1055.15	10780.9
293	120.93	449.22	23.73	2020.7	0	1064.83	11349.9
294	140.15	452.73	34.71	2067.93	0	1057.4	8879.2
295	102.39	377.81	20.6	2010.42	0	1061.86	14067.9
296	116.04	359.65	26.93	2025.33	0	1065.01	5410.9
297	97.73	327	20.75	2022.87	0	1052.31	12081
298	84	288.54	26.4	1999.22	0	1065.85	14059.3
299	99.33	261.69	21.74	2017.38	0	1064.83	7069.11
300	72.17	232.85	18.84	2020.1	0	1055.69	12043.9
301	80.18	205.23	22.96	1989.43	0	1072.18	8173.09
302	66.45	178.68	13.89	1966.45	0	1065.35	10078.9
303	58.75	169.22	13.35	2052.76	0	1061.08	12068
304	66.22	134.28	12.36	1975.49	0	1081.39	6034.73
305	46.54	128.33	6.64	1989.76	0	1053.14	8971.01
306	41.81	105.9	12.28	1975.38	0	1092.79	11243.2
307	47.76	95.37	9.77	2048.83	0	1085.24	5853.04
308	24.57	77.97	-0.31	1972.32	0	1035.99	10236.3
309	35.78	71.56	8.01	2041.15	0	1106.38	7170.72
310	30.67	47.61	-1.53	1927.89	0	1080.17	10310.3
311	20.9	57.37	3.59	2148.08	0	1053.12	7593.95
312	-0	-0	-0	2149	0	976.7	-0
313	16.33	33.42	7.63	1873.68	0	1081.87	9457.31
314	18.08	30.67	5.26	2535.46	0	1103.19	7415.49
315	-0	-0	-0	2149	0	976.7	-0
316	-0	-0	-0	2149	0	976.7	-0
317	-0	-0	-0	2149	0	976.7	-0
318	-0	-0	-0	2149	0	976.7	-0
319	-0	-0	-0	2149	0	976.7	-0
320	-0	-0	-0	2149	0	976.7	-0
321	-0	-0	-0	2149	0	976.7	-0
322	-0	-0	-0	2149	0	976.7	-0
323	-0	-0	-0	2149	0	976.7	-0
324	-0	-0	-0	2149	0	976.7	-0
325	-0	-0	-0	2149	0	976.7	-0
326	-0	-0	-0	2149	0	976.7	-0
327	-0	-0	-0	2149	0	976.7	-0
328	-0	-0	-0	2149	0	976.7	-0
329	-0	-0	-0	2149	0	976.7	-0
330	-0	-0	-0	2149	0	976.7	-0
331	-0	-0	-0	2149	0	976.7	-0
332	-0	-0	-0	2149	0	976.7	-0
333	-0	-0	-0	2149	0	976.7	-0
334	-0	-0	-0	2149	0	976.7	-0
335	-0	-0	-0	2149	0	976.7	-0
336	-0	-0	-0	2149	0	976.7	-0
337	-0	-0	-0	2149	0	976.7	-0
338	-0	-0	-0	2149	0	976.7	-0
339	-0	-0	-0	2149	0	976.7	-0
340	-0	-0	-0	2149	0	976.7	-0
341	-82.17	82.86	-10.3	2312.58	0	973.09	8776.67
342	-32.04	93.69	-3.81	2763.09	0	973.72	5821.68
343	-60.27	142.06	17.4	2403.54	0	986.34	-20231.5
344	-134.89	237.12	54.47	2532.62	0	993.58	20810.8
345	-120.54	260.47	42.27	2543.99	0	977.35	33995.6
346	-123.6	321.81	82.24	2487.05	0	1011.6	-18187.5
347	-131.61	320.43	62.71	2552.55	0	987.95	46424.4
348	-76.68	356.9	29.53	2463.39	0	1014.01	42700.5
349	-36.93	328.52	-34.18	2543.74	0	1005.25	-23423.3
350	-68.59	494.23	-0.31	2442.6	0	1016.88	29861.8
351	18.16	477.75	-73.32	2482.66	0	1016.37	-8119.31
352	-21.36	599.82	-63.48	2445.11	0	1017.73	-21029.2
353	-91.86	684.2	39.22	2437.35	0	1024.65	34936
354	-64.01	733.64	8.47	2422.57	0	1019.75	13112.1
355	-132.52	836.79	3.05	2403.74	0	1024.6	2096.87
356	-92.09	856.48	31.59	2427.08	0	1025.32	27870.8
357	-114.44	924.99	11.52	2361.89	0	1031.19	-4525.67
358	-125.05	922.7	-37.54	2425.2	0	1032.08	7870.02
359	-89.95	976.41	-25.25	2383.92	0	1033.52	24919.4
360	-99.72	1023.86	-24.49	2367.9	0	1037.81	-11542.6
361	-121.38	1061.4	-39.75	2383.45	0	1036.98	10335
362	-90.64	1156.31	-38.3	2356.93	0	1035.59	16850.8
363	-113.22	1125.03	-27.39	2360.31	0	1038.4	-3569.31
364	-113.68	1239.62	2.37	2345.41	0	1036.78	15440.4
365	-88.58	1193.39	-33.19	2349.64	0	1037.4	11369.2
366	-114.82	1266.78	-10.45	2329.11	0	1037.27	4828.97
367	-93.54	1265.56	6.18	2332.82	0	1036.46	16035.1
368	-95.44	1283.57	-21.67	2317.5	0	1036.17	7609.18
369	-106.58	1339.11	-9.31	2319.91	0	1036.3	9405.2
370	-95.29	1308.9	3.97	2309.23	0	1037.05	18037.2
371	-87.2	1380.16	11.75	2294.29	0	1037.01	2109.78
372	-84.76	1346.74	-3.43	2305.39	0	1034.68	15476
373	-81.18	1383.97	15.49	2282.65	0	1035.88	16124.8
374	-55.62	1387.18	21.29	2291.8	0	1034.8	5130.59
375	-66.3	1384.74	16.25	2266.99	0	1034.73	19594.4
376	-40.82	1396.03	15.95	2273.9	0	1033.96	14193.9
377	-46.39	1380.31	24.64	2264.55	0	1033.88	11484.6
378	-29.75	1403.96	33.65	2246.92	0	1032.78	15375
379	-18.39	1383.36	28	2252.64	0	1032.37	13207.7
380	-21.13	1389.01	42.11	2237.63	0	1033.56	15685
381	6.48	1365.2	42.34	2236.04	0	1031.72	16790.4
382	-0.69	1364.9	37.77	2223.66	0	1032.05	8754.1
383	18.23	1345.06	38.53	2215.65	0	1031.21	19306.3
384	31.81	1320.5	43.79	2215.39	0	1031.43	10937
385	26.32	1334.08	39.75	2204.48	0	1031.36	10369.5
386	66.22	1283.87	28.69	2200.67	0	1030.77	16477
387	63.17	1302.19	35.63	2186.5	0	1031.66	15129.4
388	70.04	1242.68	32.96	2183.44	0	1033.31	11462.4
389	104.45	1242.68	16.25	2172.66	0	1028.81	13239.9
390	88.5	1220.86	26.7	2177.07	0	1036.27	17413.5
391	104.98	1154.02	8.62	2151.28	0	1032.7	13437.8
392	120.54	1186.07	13.66	2152.62	0	1031.54	10434.3
393	102.39	1080.47	-0.84	2137.19	0	1036.61	17251.8
394	155.41	1130.68	-0.84	2146.72	0	1029.51	9000.37
395	110.17	1025.09	-6.33	2117.42	0	1035	12149.5
396	158.92	1022.03	-9.38	2128.25	0	1034.92	9918.91
397	158.69	987.7	-13.12	2115.43	0	1034.52	10228.6
398	144.04	923.77	-18.39	2111.2	0	1036.55	14193.2
399	177.92	906.22	-16.63	2106.23	0	1035.2	5647.52
400	143.05	845.18	-24.49	2090.39	0	1037.65	13977.3
401	170.59	800.48	-22.51	2096.73	0	1036.6	8958.91
402	157.78	776.67	-27.54	2074.21	0	1036.36	11611.8
403	151.21	704.35	-29.45	2071.11	0	1037.61	11071.2
404	165.71	687.1	-28.61	2068.61	0	1034.71	9373.38
405	143.51	611.72	-30.44	2049.92	0	1040.32	11754.6
406	159.3	598.3	-28.92	2069.72	0	1036.21	9803.49
407	142.29	534.82	-29.22	2041.58	0	1034.59	7818.48
408	129.55	493.16	-28.69	2026.7	0	1036.35	12884.2
409	142.9	459.14	-24.8	2050.21	0	1036.56	9425.74
410	118.18	406.95	-27.47	2038.36	0	1033.4	9551.69
411	108.26	378.72	-26.17	2013.96	0	1033.83	8585.35
412	113.91	336.46	-24.72	2021.43	0	1034.75	11189.5
413	94.53	294.8	-19.99	2014.06	0	1036.51	12845.6
414	88.42	267.94	-21.29	2032.08	0	1027.35	3812.74
415	78.35	232.54	-20.14	1954.32	0	1029.97	10187.1
416	72.25	210.27	-12.59	2010.61	0	1038.68	8782.79
417	58.06	181.88	-15.03	2026.27	0	1025.04	7169.41
418	52.95	151.67	-15.03	1845.79	0	1029.25	7364.23
419	48.37	146.03	-10.6	2036.41	0	1031.72	7690.68
420	30.9	98.72	-14.88	1902.84	0	1023.94	15056.7
421	47.84	112.61	-4.73	2028.27	0	1023.72	2398.87
422	11.83	63.02	-9.54	1691.52	0	1056.49	12531.4
423	42.27	84.08	-7.1	2187.21	0	1016.01	6618.26
424	13.35	47.76	-13.2	1756.71	0	989.14	12105.2
425	12.74	50.2	1.37	1914.21	0	1066.94	7104.73
426	32.5	39.52	-4.58	2323.88	0	969.41	8597.77
427	-0	-0	-0	2149	0	976.7	-0
428	18.77	38.45	1.91	2281.72	0	1035.04	1868.32
429	-0	-0	-0	2149	0	976.7	-0
430	-0	-0	-0	2149	0	976.7	-0
431	-0	-0	-0	2149	0	976.7	-0
432	-0	-0	-0	2149	0	976.7	-0
433	0	0	0	2149	0	976.7	0
434	-0	-0	-0	2149	0	976.7	-0
435	-0	-0	-0	2149	0	976.7	-0
436	-0	-0	-0	2149	0	976.7	-0
437	-0	-0	-0	2149	0	976.7	-0
438	-0	-0	-0	2149	0	976.7	-0
439	-0	-0	-0	2149	0	976.7	-0
440	-0	-0	-0	2149	0	976.7	-0
441	-0	-0	-0	2149	0	976.7	-0
442	-0	-0	-0	2149	0	976.7	-0
443	-0	-0	-0	2149	0	976.7	-0
444	-0	-0	-0	2149	0	976.7	-0
445	-0	-0	-0	2149	0	976.7	-0
446	-0	-0	-0	2149	0	976.7	-0
447	-0	-0	-0	2149	0	976.7	-0
448	-0	-0	-0	2149	0	976.7	-0
449	-0	-0	-0	2149	0	976.7	-0
450	-0	-0	-0	2149	0	976.7	-0
451	-0	-0	-0	2149	0	976.7	-0
452	-0	-0	-0	2149	0	976.7	-0
453	-0	-0	-0	2149	0	976.7	-0
454	-0	-0	-0	2149	0	976.7	-0
455	-0	-0	-0	2149	0	976.7	-0
456	-82.86	83.62	-10.22	2393.26	0	1068.09	-2791.2
457	-51.57	93.54	7.78	2677.6	0	1196.61	15521.7
458	-133.29	170.9	-20.98	2545.16	0	1128.06	17372.9
459	-194.55	236.66	-46.39	2563.3	0	1143.24	32.31
460	-234.53	356.29	-46.46	2560.58	0	1125.32	4355.31
461	-248.95	358.12	-85.22	2559.41	0	1111.68	8974.29
462	-130.31	325.78	-66.07	2567.59	0	1114.85	-21400.1
463	-54.86	385.59	-18.84	2554.66	0	1110.09	-16530.7
464	-67.83	462.65	6.03	2533.61	0	1116.23	13058.2
465	-5.65	552.22	14.34	2526.77	0	1110.85	12644.2
466	-12.21	638.43	31.66	2476.06	0	1108.01	22241
