Devices,,,,,,,,,,,,,
1000,,,,,,,,,,,,,
,,Fx1 - Voltage,Fy1 - Voltage,Fz1 - Voltage,Fx2 - Voltage,Fy2 - Voltage,Fz2 - Voltage,Fx3 - Voltage,Fy3 - Voltage,Fz3 - Voltage,Fx4 - Voltage,Fy4 - Voltage,Fz4 - Voltage
Frame,Sub Frame,Fx1,Fy1,Fz1,Fx2,Fy2,Fz2,Fx3,Fy3,Fz3,Fx4,Fy4,Fz4
,,V,V,V,V,V,V,V,V,V,V,V,V
2565,5,0.708342,-2.30556,2.25795,0.0801001,-1.8474,1.71415,0.144049,-3.45557,2.59719,0.196734,-3.68732,2.5743
2565,6,0.637846,-2.35469,2.24818,0.14144,-1.76378,1.67417,0.186774,-3.61792,2.65547,0.097247,-3.63697,2.60451
2565,7,0.593901,-2.30617,2.20912,0.197898,-1.7827,1.67875,0.210272,-3.8111,2.71132,0.0526913,-3.56342,2.64052
2565,8,0.592986,-2.31075,2.17952,0.223533,-1.84526,1.67204,0.213629,-3.98597,2.72811,0.0246152,-3.51032,2.68386
2565,9,0.546294,-2.2015,2.15388,0.252524,-1.84374,1.61527,0.211493,-4.12177,2.71804,-0.0355045,-3.42243,2.6979
2566,0,0.448027,-2.20943,2.10231,0.260764,-1.82726,1.62534,0.221259,-4.16175,2.69728,-0.0998965,-3.50208,2.77846
2566,1,0.373259,-2.27657,2.09102,0.273887,-1.74486,1.59086,0.248724,-4.03571,2.65242,-0.150556,-3.64673,2.79098
2566,2,0.306425,-2.27413,2.00557,0.308372,-1.70427,1.60154,0.287787,-3.90174,2.62862,-0.19328,-3.80481,2.84377
2566,3,0.271635,-2.24392,1.96193,0.301353,-1.68047,1.57926,0.282294,-3.83979,2.61611,-0.22685,-3.83411,2.7983
2566,4,0.232573,-2.15694,1.92775,0.304404,-1.70793,1.57163,0.268561,-3.86542,2.62953,-0.258588,-3.75965,2.74795
2566,5,0.240202,-2.03792,1.89601,0.269919,-1.74974,1.53593,0.215765,-3.91974,2.6567,-0.27049,-3.65375,2.70492
2566,6,0.220976,-1.99031,1.89052,0.23696,-1.73357,1.49076,0.222479,-3.92096,2.64937,-0.269574,-3.62751,2.69088
2566,7,0.230742,-1.97628,1.85909,0.249778,-1.71068,1.49442,0.221869,-3.80378,2.61977,-0.27995,-3.61743,2.6802
2566,8,0.20114,-2.04525,1.83955,0.247947,-1.62218,1.49442,0.280157,-3.54499,2.53371,-0.266523,-3.72913,2.67196
2566,9,0.173674,-2.09407,1.7834,0.278464,-1.50591,1.48344,0.306403,-3.29505,2.46718,-0.307111,-3.86646,2.6747
2567,0,0.0662521,-2.10628,1.70863,0.27999,-1.38414,1.45841,0.328375,-3.16596,2.433,-0.382184,-3.84082,2.60665
2567,1,-0.0481888,-2.08767,1.67628,0.273582,-1.34325,1.42606,0.288092,-3.14917,2.42598,-0.504254,-3.77246,2.57949
2567,2,-0.143098,-2.05043,1.67873,0.271445,-1.34844,1.37174,0.286566,-3.17359,2.41286,-0.600385,-3.65192,2.52608
2567,3,-0.193758,-1.97017,1.66438,0.304404,-1.40001,1.35435,0.332648,-3.18091,2.42964,-0.652265,-3.61957,2.49862
2567,4,-0.19864,-1.9186,1.65034,0.370933,-1.45342,1.35099,0.414435,-3.08387,2.41561,-0.673627,-3.69037,2.4858
2567,5,-0.238008,-1.94637,1.64241,0.446006,-1.44945,1.38029,0.538336,-2.91388,2.35854,-0.657758,-3.74347,2.43911
2567,6,-0.20688,-1.9424,1.60548,0.490256,-1.41008,1.41264,0.567938,-2.7439,2.31459,-0.654706,-3.82495,2.41744
2567,7,-0.245027,-1.98818,1.57008,0.5046,-1.27794,1.37907,0.600592,-2.65937,2.26668,-0.639447,-3.81549,2.3912
2567,8,-0.240755,-1.99398,1.55666,0.492087,-1.21568,1.35496,0.549933,-2.71003,2.27889,-0.670575,-3.74012,2.39394
2567,9,-0.266084,-1.90975,1.54231,0.477439,-1.20714,1.31834,0.547491,-2.83973,2.2911,-0.67912,-3.60706,2.40798
2568,0,-0.25937,-1.79378,1.52583,0.521079,-1.25261,1.26798,0.560004,-3.02497,2.35274,-0.684308,-3.48529,2.43453
2568,1,-0.256013,-1.66835,1.47182,0.574485,-1.32982,1.25608,0.616461,-3.10584,2.35427,-0.694379,-3.54328,2.49496
2568,2,-0.26761,-1.6595,1.43825,0.623313,-1.32097,1.21671,0.676581,-3.13391,2.35823,-0.676679,-3.57959,2.50899
2568,3,-0.273409,-1.73244,1.41536,0.662376,-1.24742,1.18497,0.697333,-3.10309,2.33535,-0.679731,-3.61164,2.51021
2568,4,-0.300874,-1.81697,1.38179,0.691672,-1.13542,1.14622,0.724188,-3.08356,2.28926,-0.679425,-3.63025,2.5093
2568,5,-0.309419,-1.8536,1.35677,0.734397,-1.06065,1.09007,0.729987,-3.1864,2.31185,-0.700177,-3.56403,2.47542
2568,6,-0.316743,-1.75502,1.29024,0.772544,-1.10307,1.07511,0.748602,-3.31977,2.29506,-0.711469,-3.42456,2.46688
2568,7,-0.359773,-1.74343,1.29176,0.838462,-1.16991,1.02659,0.801703,-3.52545,2.30666,-0.771588,-3.22925,2.48611
2568,8,-0.430574,-1.47731,1.22493,0.918723,-1.23979,1.00248,0.896613,-3.6576,2.3091,-0.823163,-3.17646,2.52303
2568,9,-0.484285,-1.37233,1.18465,0.979758,-1.24712,0.964027,0.982367,-3.68689,2.30513,-0.866803,-3.11908,2.50686
2569,0,-0.540437,-1.34182,1.1407,1.02523,-1.20378,0.938698,1.03303,-3.59229,2.23983,-0.904035,-3.10596,2.50838
2569,1,-0.592012,-1.30977,1.06227,1.02798,-1.12596,0.913673,1.02723,-3.50959,2.18947,-0.934247,-3.07971,2.462
2569,2,-0.647554,-1.29024,0.979568,1.03133,-1.06157,0.884071,1.00251,-3.4394,2.13027,-0.985211,-3.04401,2.43026
2569,3,-0.698213,-1.25331,0.920059,1.05666,-1.04356,0.861794,1.01075,-3.38691,2.06313,-1.02946,-3.01136,2.42263
2569,4,-0.711031,-1.15566,0.902359,1.11892,-1.07347,0.827309,1.03791,-3.36127,2.032,-1.08867,-2.88654,2.38967
2569,5,-0.71042,-1.12453,0.877945,1.16836,-1.13908,0.805641,1.09894,-3.29871,1.99568,-1.06486,-2.98175,2.35061
2569,6,-0.671053,-1.00399,0.856888,1.23061,-1.17448,0.783058,1.13984,-3.21204,1.97188,-1.06852,-2.94757,2.27065
2569,7,-0.705232,-1.04518,0.820267,1.24648,-1.10948,0.766273,1.19752,-3.07257,1.90535,-1.05357,-2.91065,2.21389
2569,8,-0.747347,-1.04854,0.765335,1.26906,-0.993516,0.750404,1.20606,-2.98316,1.873,-1.10392,-2.79834,2.13546
2569,9,-0.846223,-1.03359,0.718643,1.28188,-0.871445,0.737892,1.26099,-2.90107,1.8019,-1.12285,-2.71198,2.08816
2570,0,-0.834627,-1.05342,0.702469,1.31332,-0.844895,0.718971,1.27961,-2.83087,1.7369,-1.14909,-2.61585,2.061
2570,1,-0.835542,-0.91518,0.693924,1.32278,-0.874497,0.706764,1.33668,-2.78998,1.67525,-1.10972,-2.46631,2.04116
2570,2,-0.790071,-0.833698,0.678665,1.33803,-0.916001,0.685097,1.32325,-2.77381,1.6548,-1.11613,-2.42969,1.98592
2570,3,-0.844087,-0.770832,0.633804,1.30843,-0.893723,0.667397,1.29365,-2.71796,1.58797,-1.13658,-2.3183,1.97249
2570,4,-0.903902,-0.919452,0.604202,1.26266,-0.795457,0.637489,1.21094,-2.66455,1.59133,-1.18998,-2.30915,1.88705
2570,5,-0.969209,-0.904499,0.538284,1.20895,-0.713364,0.646645,1.14075,-2.50586,1.51686,-1.22813,-2.47028,1.91451
2570,6,-0.966158,-1.09157,0.534622,1.16561,-0.618455,0.606667,1.08826,-2.38776,1.50435,-1.23393,-2.542,1.88552
2570,7,-0.963411,-1.02169,0.51265,1.15157,-0.613572,0.623756,1.0843,-2.28431,1.46285,-1.21562,-2.49225,1.83059
2570,8,-0.914278,-0.942646,0.518448,1.14883,-0.664231,0.611244,1.0785,-2.20221,1.43416,-1.18174,-2.51148,1.78237
2570,9,-0.920992,-0.819049,0.476944,1.13479,-0.646836,0.581337,1.09742,-2.15155,1.37923,-1.14512,-2.40039,1.72713
2571,0,-0.841035,-0.740924,0.413467,1.09176,-0.64531,0.575539,1.03547,-2.05817,1.34719,-1.08073,-2.36866,1.68349
2571,1,-0.790987,-0.736042,0.396378,1.03622,-0.574814,0.545326,0.986639,-1.90711,1.26052,-1.00261,-2.34333,1.65725
2571,2,-0.734834,-0.743366,0.371353,0.987388,-0.495469,0.515114,0.925299,-1.79755,1.23,-0.958051,-2.35767,1.64229
2571,3,-0.750398,-0.759845,0.340836,0.975791,-0.41887,0.47361,0.911871,-1.75238,1.20467,-0.944318,-2.34699,1.60018
2571,4,-0.738191,-0.741535,0.309708,0.972129,-0.435349,0.460182,0.890204,-1.70447,1.16774,-0.949506,-2.32898,1.57973
2571,5,-0.77115,-0.698505,0.28743,0.994102,-0.452744,0.419899,0.912787,-1.69379,1.13204,-0.960187,-2.2417,1.52053
2571,6,-0.754366,-0.597492,0.223038,1.00509,-0.490586,0.404945,0.903021,-1.64374,1.07985,-0.938825,-2.16358,1.46468
2571,7,-0.77054,-0.573383,0.214493,1.00783,-0.451829,0.350319,0.893866,-1.58271,1.01607,-0.947065,-2.06409,1.40639
2571,8,-0.777559,-0.597797,0.198624,0.969382,-0.400864,0.331398,0.849615,-1.49024,0.927875,-0.943097,-1.92951,1.33956
2571,9,-0.798311,-0.622821,0.188248,0.928184,-0.319077,0.304848,0.820929,-1.47193,0.905292,-0.952558,-1.77936,1.2477
2572,0,-0.794038,-0.57796,0.137894,0.909263,-0.251023,0.297523,0.805975,-1.45301,0.8409,-0.947675,-1.60236,1.18117
2572,1,-0.777864,-0.51662,0.116531,0.898582,-0.231187,0.281654,0.809943,-1.4765,0.813434,-0.925092,-1.4159,1.08993
2572,2,-0.735445,-0.407672,0.0643463,0.897361,-0.276658,0.291115,0.796515,-1.44019,0.743243,-0.872296,-1.22638,0.990134
2572,3,-0.675325,-0.338398,0.041153,0.87783,-0.270859,0.256935,0.773627,-1.3819,0.682208,-0.816144,-1.15589,0.965109
2572,4,-0.645418,-0.328632,0.00544739,0.84304,-0.218979,0.217567,0.731512,-1.29737,0.604999,-0.780133,-1.08356,0.938559
2572,5,-0.651827,-0.371357,-0.0272064,0.820762,-0.14116,0.210243,0.683295,-1.24457,0.557391,-0.7664,-1.05487,0.933676
2572,6,-0.617952,-0.415607,-0.0317841,0.792686,-0.0480811,0.191933,0.634772,-1.19788,0.504291,-0.745649,-1.05304,0.962363
2572,7,-0.570345,-0.388752,-0.0516205,0.799399,-0.0682227,0.192848,0.622259,-1.2287,0.518939,-0.723371,-0.948672,0.880881
2572,8,-0.565767,-0.358844,-0.035141,0.798789,-0.101792,0.194374,0.620428,-1.30133,0.513446,-0.717572,-0.735659,0.763083
2572,9,-0.533418,-0.274005,-0.019577,0.80123,-0.139329,0.186134,0.645758,-1.28669,0.462177,-0.696515,-0.568423,0.68862
2573,0,-0.54471,-0.205341,-0.0406342,0.851279,-0.132004,0.153175,0.697638,-1.24427,0.397479,-0.67027,-0.39783,0.57601
2573,1,-0.51114,-0.149189,-0.0595551,0.858604,-0.157639,0.17057,0.719916,-1.14905,0.319965,-0.633344,-0.287356,0.526877
2573,2,-0.512666,-0.175434,-0.0388031,0.859519,-0.136582,0.16111,0.742499,-1.10755,0.261066,-0.589704,-0.247683,0.547629
2573,3,-0.42386,-0.150104,-0.0571136,0.845786,-0.150925,0.184608,0.713812,-1.06635,0.262592,-0.538739,-0.271792,0.552512
2573,4,-0.381441,-0.164752,-0.0571136,0.810996,-0.0444189,0.205055,0.701605,-1.0459,0.261066,-0.477094,-0.323367,0.597372
2573,5,-0.324068,-0.187946,-0.0467377,0.777427,-0.0706641,0.179115,0.618903,-1.04254,0.255572,-0.465192,-0.277591,0.588522
2573,6,-0.352144,-0.163532,-0.0836639,0.719443,-0.0319067,0.155312,0.568549,-1.05384,0.266559,-0.445356,-0.230594,0.536948
2573,7,-0.314912,-0.103107,-0.125473,0.684653,-0.0999609,0.140358,0.477606,-0.978153,0.246417,-0.447797,-0.207705,0.444479
2573,8,-0.331087,-0.122638,-0.121201,0.627585,-0.113389,0.141579,0.443121,-0.821598,0.159137,-0.423688,-0.277896,0.453329
2573,9,-0.295686,-0.138507,-0.138901,0.569297,-0.123459,0.160805,0.364691,-0.698307,0.126178,-0.397748,-0.41553,0.487509
2574,0,-0.246248,-0.172077,-0.131577,0.511924,-0.0666968,0.1782,0.326849,-0.601871,0.102374,-0.333051,-0.527224,0.512534
2574,1,-0.170564,-0.207477,-0.104721,0.464622,-0.0840918,0.199257,0.260626,-0.560977,0.100848,-0.29704,-0.553164,0.49819
2574,2,-0.17148,-0.229755,-0.0931244,0.413047,-0.0822607,0.167519,0.249335,-0.615909,0.109088,-0.232648,-0.425906,0.43746
2574,3,-0.129976,-0.112873,-0.159348,0.424644,0.0227197,0.133644,0.234381,-0.661685,0.142352,-0.203961,-0.347476,0.391684
2574,4,-0.0909134,0.00828217,-0.21489,0.425254,-0.0316016,0.112282,0.259406,-0.579898,0.0868103,-0.124921,-0.296206,0.370016
2574,5,-0.0423904,0.0577206,-0.230759,0.42678,-0.113389,0.121437,0.247809,-0.511844,0.058429,-0.0709048,-0.299868,0.389853
2574,6,-0.0262161,0.0400204,-0.229538,0.370627,-0.0175635,0.111061,0.194403,-0.433719,0.0144836,-0.0455753,-0.366092,0.428305
2574,7,-0.0249954,-0.0664859,-0.185898,0.31478,0.101455,0.106789,0.140387,-0.362613,-0.00626831,-0.0675479,-0.508304,0.491476
2574,8,-0.0848099,-0.208698,-0.171555,0.287925,0.0767358,0.123268,0.0878967,-0.307987,-0.0254944,-0.13133,-0.525699,0.459433
2574,9,-0.169954,-0.28133,-0.187119,0.282126,0.0535425,0.12571,0.0766052,-0.329044,-0.0038269,-0.216169,-0.442386,0.373068
2575,0,-0.209932,-0.226703,-0.229843,0.28884,0.118545,0.104652,0.0753845,-0.311344,-0.00199585,-0.233258,-0.404849,0.30715
2575,1,-0.18857,-0.136066,-0.240219,0.313254,0.0837549,0.0896988,0.0750793,-0.231388,-0.0239685,-0.217389,-0.334659,0.207358
2575,2,-0.18033,-0.0765567,-0.231979,0.286094,0.0257715,0.128151,0.0738586,-0.126102,-0.0761536,-0.190839,-0.361209,0.233603
2575,3,-0.207796,-0.100666,-0.192917,0.250083,0.0773462,0.103737,0.0439514,-0.0980258,-0.0871399,-0.207624,-0.382571,0.246725
2575,4,-0.213594,-0.106769,-0.209091,0.20217,0.146621,0.157448,0.0219788,-0.0128818,-0.0975159,-0.211286,-0.500369,0.308371
2575,5,-0.22336,-0.202594,-0.169418,0.170432,0.114578,0.170876,0.00916138,0.0582242,-0.117047,-0.203656,-0.486331,0.251608
2575,6,-0.199861,-0.178791,-0.195969,0.172263,0.104812,0.198036,-0.00396118,0.111325,-0.141156,-0.189008,-0.479312,0.243063
2575,7,-0.168428,-0.082355,-0.234116,0.168601,0.102676,0.145851,-0.024408,0.101864,-0.121014,-0.17497,-0.442386,0.196066
2575,8,-0.171175,-0.0420718,-0.239304,0.15792,0.0721582,0.149208,-0.0573669,0.0713467,-0.132916,-0.183515,-0.344729,0.161276
2575,9,-0.201997,-0.0811343,-0.182236,0.128013,0.047439,0.158363,-0.109247,0.017941,-0.137494,-0.220746,-0.267825,0.146628
2576,0,-0.229158,-0.132099,-0.159042,0.100547,0.0614771,0.147072,-0.129083,-0.0452304,-0.133832,-0.238752,-0.297122,0.183554
2576,1,-0.205354,-0.153766,-0.161484,0.102988,0.0401147,0.169655,-0.110468,-0.032413,-0.117352,-0.196942,-0.419192,0.256796
2576,2,-0.136385,-0.196796,-0.13829,0.13137,0.00746094,0.201393,-0.0961243,0.0322842,-0.157635,-0.144757,-0.412784,0.219565
2576,3,-0.116853,-0.193134,-0.145004,0.125876,-0.0123755,0.209633,-0.0787292,-0.0232578,-0.151227,-0.0998965,-0.286746,0.164938
2576,4,-0.0939652,-0.116535,-0.174911,0.117332,0.0507959,0.152565,-0.110773,-0.161808,-0.135052,-0.0776187,-0.117373,0.121909
2576,5,-0.0628372,-0.0286441,-0.19902,0.108481,0.0434717,0.127235,-0.128778,-0.259159,-0.136578,-0.0229922,0.000119324,0.145712
2576,6,0.0140671,0.0192685,-0.174606,0.107261,-0.0084082,0.130898,-0.142511,-0.325687,-0.127423,0.0258359,0.089841,0.15029
2576,7,0.043364,0.0497861,-0.171555,0.103904,-0.0508276,0.155922,-0.127863,-0.385501,-0.117657,0.0761899,0.0614597,0.197287
2576,8,0.0802902,0.0333066,-0.15538,0.109702,-0.0608984,0.151039,-0.143427,-0.424259,-0.0776794,0.0673398,-0.0163602,0.222006
2576,9,0.0473312,-0.0200992,-0.173996,0.103904,-0.0578467,0.1782,-0.127863,-0.375431,-0.108807,0.0706967,-0.0603055,0.237875
2577,0,0.0387863,-0.0713687,-0.167282,0.124656,-0.0297705,0.151955,-0.140375,-0.328739,-0.114301,0.0453671,-0.0154446,0.153342
2577,1,0.0369553,-0.0164371,-0.214584,0.141135,-0.0175635,0.134865,-0.125421,-0.276859,-0.155804,0.0627621,0.0004245,0.121298
2577,2,0.0870041,0.0299496,-0.2155,0.172874,-0.0206152,0.100685,-0.115045,-0.266483,-0.131696,0.0984677,-0.0596951,0.145712
2577,3,0.124541,0.0320859,-0.200241,0.213157,-0.0328223,0.0994644,-0.0717102,-0.249393,-0.136884,0.13753,-0.0862454,0.147849
2577,4,0.172758,0.0449033,-0.198715,0.230247,-0.0905005,0.148598,-0.0491272,-0.279911,-0.0999573,0.151263,-0.153994,0.208884
2577,5,0.155974,0.00309418,-0.177048,0.213157,-0.0425879,0.113197,-0.0433289,-0.354068,-0.0755432,0.154315,-0.113406,0.221091
2577,6,0.150175,0.0323911,-0.218246,0.212852,-0.035874,0.124184,-0.0405823,-0.384281,-0.0755432,0.160724,-0.0480984,0.21163
2577,7,0.164214,0.0403256,-0.20665,0.196982,-0.00199951,0.0964127,-0.043634,-0.358036,-0.121625,0.202227,0.079465,0.15029
2577,8,0.173979,0.0845761,-0.225266,0.230247,0.00776611,0.0921402,-0.0201355,-0.301578,-0.181134,0.216876,0.121579,0.163412
2577,9,0.167265,0.0934262,-0.209396,0.227195,0.0190576,0.0930557,-0.0109802,-0.327823,-0.15611,0.202227,0.169187,0.116415
2578,0,0.121489,0.0516171,-0.188644,0.254661,-0.00749268,0.149513,0.0116028,-0.336673,-0.155194,0.155841,0.118222,0.149374
2578,1,0.0653366,-0.0454288,-0.144699,0.27877,-0.00932373,0.151344,0.0384583,-0.310733,-0.145428,0.0941953,0.018735,0.165854
2578,2,0.032988,-0.115924,-0.160873,0.299521,-0.0102393,0.166603,0.029303,-0.311344,-0.126202,0.0343808,-0.0557278,0.180502
2578,3,-0.020723,-0.15163,-0.154465,0.297996,-0.00169434,0.144325,0.0167908,-0.297306,-0.102094,0.00386322,-0.106692,0.206442
2578,4,-0.0323196,-0.139423,-0.151108,0.293723,0.00532471,0.133949,0.00366821,-0.241153,-0.124066,-0.0297061,-0.0975369,0.0831512
2578,5,-0.0616165,-0.0872378,-0.186203,0.290061,-0.0258032,0.162636,0.0277771,-0.164249,-0.138104,-0.00773346,-0.139956,0.125876
2578,6,-0.0582596,-0.0509219,-0.192917,0.293113,-0.00474609,0.149513,0.034491,-0.116031,-0.164349,-0.019025,-0.174136,0.0977997
2578,7,-0.0643631,-0.0341373,-0.137375,0.283042,-0.000778808,0.166908,0.0531067,-0.0925326,-0.161908,0.00447357,-0.194888,0.145102
2578,8,-0.0164505,-0.037189,-0.13829,0.264426,-0.018479,0.199867,0.0161804,-0.0678134,-0.14787,0.0206479,-0.189395,0.0761322
2578,9,-0.00912628,-0.0582462,-0.132797,0.228416,0.00105225,0.189186,0.00824585,-0.0379062,-0.153058,0.052081,-0.235476,0.13381
2579,0,-0.00241241,-0.0841861,-0.135544,0.212546,0.0324854,0.156837,-0.0360046,-0.0363803,-0.130475,0.0270566,-0.232425,0.181113
2579,1,-0.0610062,-0.105854,-0.185898,0.211936,0.0462183,0.169655,-0.0491272,-0.0321078,-0.138715,0.00905121,-0.230594,0.239706
2579,2,-0.0961014,-0.146137,-0.13768,0.235129,0.0703271,0.138222,-0.0518738,-0.0559116,-0.119794,-0.0635806,-0.203738,0.116415
2579,3,-0.129366,-0.129657,-0.162399,0.229026,0.0495752,0.16172,-0.0360046,-0.0617099,-0.139325,-0.0644962,-0.2251,0.183554
2579,4,-0.113802,-0.131794,-0.11998,0.235129,0.0288232,0.162025,-0.0457703,-0.0614047,-0.129864,-0.0663272,-0.305667,0.116721
2579,5,-0.115633,-0.175739,-0.140121,0.218345,0.0633081,0.145241,-0.0622498,-0.0241733,-0.176251,-0.0736514,-0.314517,0.217429
2579,6,-0.122346,-0.220294,-0.12059,0.176841,0.0639185,0.183998,-0.097345,-0.0510287,-0.160077,-0.0580875,-0.30231,0.269003
2579,7,-0.106477,-0.232196,-0.144089,0.125266,0.115188,0.141579,-0.148004,-0.0699496,-0.164349,-0.0431339,-0.206179,0.161887
2579,8,-0.0704666,-0.147357,-0.159348,0.0779639,0.0782617,0.149818,-0.186761,-0.0821567,-0.172284,-0.0046817,-0.183596,0.292807
2579,9,-0.0246902,-0.0777774,-0.168198,0.0593481,0.0501855,0.148598,-0.220636,-0.110538,-0.168927,0.0325497,-0.101504,0.148459
2580,0,-0.00546417,0.00217865,-0.148056,0.060874,0.00685059,0.159279,-0.215753,-0.12305,-0.16618,0.0380429,-0.0868558,0.160056
2580,1,-0.0170609,-0.00300934,-0.129135,0.0736914,-0.00444092,0.1605,-0.205682,-0.122745,-0.157635,0.0307187,-0.117068,0.0736908
2580,2,-0.0137039,-0.0533633,-0.137375,0.100242,0.00929199,0.169044,-0.184625,-0.0562167,-0.153363,0.031329,-0.148196,0.0956635
2580,3,-0.00302277,-0.0780826,-0.12944,0.113975,-0.00352539,0.182472,-0.186151,0.0139737,-0.171063,0.0401791,-0.218081,0.195151
2580,4,0.0134567,-0.0991397,-0.16362,0.134116,0.00624023,0.162636,-0.191339,0.0298428,-0.210126,0.052081,-0.23273,0.118246
2580,5,-0.00943146,-0.0942569,-0.165451,0.134421,-0.0071875,0.170265,-0.176996,-0.058353,-0.186627,0.0444516,-0.209842,0.183249
2580,6,0.0140671,-0.0591617,-0.159958,0.128318,-0.0438086,0.181252,-0.197137,-0.168216,-0.155804,0.0496396,-0.135684,0.164023
2580,7,-0.00424347,-0.037189,-0.121811,0.135337,-0.0685278,0.166908,-0.165094,-0.28754,-0.132916,0.0575742,-0.0398587,0.18508
2580,8,0.0473312,0.0464291,-0.111435,0.125571,-0.109421,0.163857,-0.188898,-0.354679,-0.13017,0.0667294,0.0452853,0.189352
2580,9,0.0512985,0.0812192,-0.139206,0.129539,-0.100266,0.154396,-0.15838,-0.360477,-0.139935,0.107013,0.118222,0.119772
2581,0,0.0995163,0.0778622,-0.153854,0.139304,-0.0822607,0.160194,-0.170892,-0.275333,-0.181439,0.115558,0.107541,0.125571
2581,1,0.0793747,0.018353,-0.134018,0.151816,-0.0187842,0.138832,-0.129694,-0.256717,-0.188763,0.127765,0.101133,0.13259
2581,2,0.0848679,0.0015683,-0.133713,0.178977,-0.0135962,0.158974,-0.130304,-0.294559,-0.14848,0.112506,0.0941135,0.138083
2581,3,0.0827316,0.000652771,-0.107162,0.198508,-0.0529639,0.174843,-0.092157,-0.319583,-0.153973,0.122271,0.0462009,0.192709
2581,4,0.0870041,0.0314755,-0.0934296,0.248252,-0.105454,0.175148,-0.0518738,-0.389164,-0.112775,0.113116,0.0294162,0.207358
2581,5,0.0796799,0.0668759,-0.123642,0.270225,-0.140854,0.163857,-0.0421082,-0.432193,-0.0953796,0.090228,0.0321628,0.189047
2581,6,0.0506882,0.0232358,-0.126694,0.267783,-0.11522,0.144936,-0.0305115,-0.398014,-0.117352,0.0829038,0.0333835,0.15914
2581,7,0.0207809,-0.040546,-0.123337,0.260764,-0.0709692,0.150124,-0.043634,-0.298831,-0.141156,0.0508603,0.0349094,0.101462
2581,8,0.00308075,-0.0793033,-0.154465,0.236655,-0.0224463,0.166603,-0.0500427,-0.211856,-0.16618,0.0478085,-0.0423001,0.111533
2581,9,0.00216522,-0.115009,-0.138901,0.239707,0.0346216,0.149513,-0.0430237,-0.142581,-0.190289,0.0584897,-0.113101,0.143881
2582,0,0.043364,-0.0991397,-0.132187,0.247031,0.0178369,0.177284,-0.0454651,-0.125186,-0.189984,0.0761899,-0.132022,0.140829
2582,1,0.0934128,-0.0628238,-0.126083,0.225059,-0.00962891,0.183083,-0.0527893,-0.179813,-0.151532,0.117083,-0.108828,0.14144
2582,2,0.0995163,-0.0368838,-0.118759,0.216209,-0.0126807,0.148293,-0.0836121,-0.263126,-0.111249,0.132037,-0.0319241,0.106345
2582,3,0.0909714,-0.0185733,-0.155685,0.190574,-0.0261084,0.158363,-0.11535,-0.266178,-0.109418,0.130206,-0.0285672,0.117026
2582,4,0.06259,-0.0698428,-0.16362,0.197898,0.0340112,0.121437,-0.12298,-0.205753,-0.138409,0.106402,-0.0273465,0.105124
2582,5,0.0113205,-0.121418,-0.182236,0.180808,0.0800928,0.129066,-0.122675,-0.159366,-0.163434,0.074664,-0.0880765,0.130759
2582,6,-0.0265213,-0.157123,-0.157822,0.188438,0.0858911,0.140663,-0.106195,-0.135257,-0.164655,0.0221738,-0.157351,0.171957
2582,7,-0.0854202,-0.154377,-0.159348,0.202781,0.0593408,0.160194,-0.0561462,-0.138919,-0.175946,-0.015668,-0.187564,0.199118
2582,8,-0.0713821,-0.0994449,-0.163925,0.215598,0.0138696,0.161415,-0.0466858,-0.142887,-0.152142,-0.026044,-0.191531,0.178671
2582,9,-0.0463577,-0.0493961,-0.182541,0.207053,0.0126489,0.140053,-0.0494324,-0.126102,-0.149396,-0.0254337,-0.151553,0.140524
2583,0,-0.0237747,-0.0731998,-0.180405,0.18447,0.0623926,0.106483,-0.0970398,-0.101383,-0.129864,0.00355804,-0.137515,0.0999359
2583,1,0.0140671,-0.112262,-0.165756,0.143882,0.113662,0.106789,-0.133661,0.0264859,-0.168622,0.039874,-0.141177,0.0398163
2583,2,0.0320724,-0.133014,-0.177963,0.131064,0.113052,0.167213,-0.168756,0.101254,-0.175641,0.0612363,-0.240359,0.0910858
2583,3,0.0229172,-0.161701,-0.150803,0.121299,0.123123,0.176369,-0.172113,0.0963712,-0.16557,0.0703915,-0.309634,0.148154
2583,4,0.0180344,-0.129047,-0.143173,0.125571,0.0520166,0.210548,-0.152887,0.0350308,-0.146344,0.0618466,-0.311465,0.182944
2583,5,0.00948944,-0.0930362,-0.126694,0.129844,-0.0218359,0.213295,-0.134882,-0.0327182,-0.148175,0.0685605,-0.269046,0.177145
2583,6,0.00521698,-0.0539737,-0.133408,0.139304,-0.0383154,0.166908,-0.124506,-0.0687289,-0.169232,0.0569638,-0.190005,0.15914
2583,7,-0.00210724,-0.0124698,-0.184067,0.12374,-0.0395361,0.147072,-0.155328,-0.110233,-0.143292,0.0581845,-0.151248,0.130148
2583,8,-0.0283524,-0.0704532,-0.173996,0.0584326,0.0184473,0.139748,-0.191949,-0.0937534,-0.17442,0.0362119,-0.0978421,0.113669
2583,9,-0.0243851,-0.137897,-0.144089,0.0776587,0.0541528,0.162331,-0.223077,-0.101688,-0.168317,0.017291,-0.108523,0.129843
2584,0,-0.00332794,-0.140644,-0.142258,0.0901709,0.0529321,0.188576,-0.224603,-0.151432,-0.137799,0.029498,-0.114932,0.135947
