Devices,,,,,,,,,,,,,
1000,,,,,,,,,,,,,
,,Fx1 - Voltage,Fy1 - Voltage,Fz1 - Voltage,Fx2 - Voltage,Fy2 - Voltage,Fz2 - Voltage,Fx3 - Voltage,Fy3 - Voltage,Fz3 - Voltage,Fx4 - Voltage,Fy4 - Voltage,Fz4 - Voltage
Frame,Sub Frame,Fx1,Fy1,Fz1,Fx2,Fy2,Fz2,Fx3,Fy3,Fz3,Fx4,Fy4,Fz4
,,V,V,V,V,V,V,V,V,V,V,V,V
4760,2,-0.0841995,-0.0942569,-0.204208,0.149985,-0.0322119,0.227943,0.0427307,-0.252445,-0.205853,-0.155133,-0.0761746,0.210715
4760,3,-0.098848,-0.0548892,-0.224655,0.153037,-0.0261084,0.234352,0.0421204,-0.228031,-0.219281,-0.19267,-0.0133084,0.169211
4760,4,-0.139131,-0.0152164,-0.233505,0.157615,-0.0239722,0.235268,0.0595154,-0.207584,-0.230267,-0.178022,-0.0325345,0.192404
4760,5,-0.0701614,0.0351376,-0.234116,0.126487,-0.0468604,0.230995,-0.0183044,-0.186222,-0.228741,-0.178327,-0.0950955,0.22933
4760,6,-0.0851151,0.00736664,-0.231674,0.0874243,-0.0386206,0.216957,-0.0451599,-0.194767,-0.222333,-0.17497,-0.158572,0.263815
4760,7,-0.0610062,-0.0518375,-0.215805,0.0697241,-0.039231,0.211769,-0.108636,-0.206974,-0.181744,-0.182904,-0.253177,0.289755
4760,8,-0.060701,-0.0817447,-0.22374,0.0544653,-0.0343481,0.194069,-0.111383,-0.16547,-0.163129,-0.167035,-0.335879,0.283652
4760,9,-0.0127884,-0.0472598,-0.255173,0.0483618,-0.0721899,0.205055,-0.129083,-0.113285,-0.150311,-0.128583,-0.395694,0.281516
4761,0,0.0143723,-0.0158267,-0.245102,0.0358496,-0.0944678,0.199257,-0.137628,-0.0614047,-0.190594,-0.106916,-0.367617,0.247336
4761,1,0.0274948,0.0262875,-0.23259,0.027915,-0.103623,0.208412,-0.128778,-0.0513339,-0.202802,-0.0852481,-0.315738,0.222311
4761,2,0.022612,0.0339169,-0.218552,0.0288306,-0.089585,0.216347,-0.126642,-0.0690341,-0.214093,-0.104779,-0.277896,0.227805
4761,3,-0.00332794,0.000652771,-0.198715,0.027915,-0.0639502,0.225807,-0.108331,-0.0614047,-0.228436,-0.115461,-0.240359,0.223837
4761,4,-0.000276184,-0.00636627,-0.205124,0.0480566,-0.0758521,0.244118,-0.105585,-0.0607944,-0.216229,-0.126142,-0.231509,0.211935
4761,5,0.0207809,0.0189633,-0.240219,0.0465308,-0.0801245,0.232216,-0.0860535,-0.0186801,-0.229962,-0.086774,-0.263553,0.225668
4761,6,0.0418381,0.0290341,-0.255478,0.0553809,-0.0627295,0.210548,-0.110773,-0.00738861,-0.222638,-0.0895206,-0.287051,0.229941
4761,7,0.0177292,0.0174374,-0.275009,0.0172339,-0.0422827,0.20475,-0.151666,-0.015018,-0.233929,-0.0898257,-0.303531,0.269308
4761,8,-0.0280472,-0.0158267,-0.258835,-0.00901123,-0.00688232,0.176979,-0.195612,-0.0885654,-0.202802,-0.133466,-0.24219,0.237875
4761,9,-0.0475784,0.00431488,-0.262802,-0.0370874,-0.0480811,0.203835,-0.229181,-0.116642,-0.209821,-0.159406,-0.200076,0.215292
4762,0,-0.0317093,0.0259824,-0.24968,-0.0303735,-0.0883643,0.22184,-0.198053,-0.0769687,-0.22569,-0.124616,-0.228457,0.211935
4762,1,0.0259689,0.0256772,-0.236557,0.00685791,-0.10637,0.234962,-0.187372,0.0139737,-0.276959,-0.122174,-0.234561,0.189658
4762,2,0.0201706,-0.00514557,-0.23259,0.00350098,-0.112473,0.274025,-0.150751,0.0451016,-0.294354,-0.0965396,-0.273929,0.241537
4762,3,0.0335983,-0.0448184,-0.196274,0.00655273,-0.0496069,0.241676,-0.167535,0.0106168,-0.266888,-0.115461,-0.192447,0.194846
4762,4,0.0131516,0.00126312,-0.224045,0.00289063,-0.0764624,0.274635,-0.147089,-0.0449252,-0.238812,-0.0889102,-0.172,0.227194
4762,5,0.0775436,0.0436826,-0.208176,0.015708,-0.0840918,0.242897,-0.154413,-0.0937534,-0.223248,-0.0574771,-0.157351,0.240622
4762,6,0.0815109,0.0961728,-0.230759,0.0627051,-0.08104,0.209633,-0.104364,-0.138004,-0.220807,-0.0528995,-0.154605,0.256186
4762,7,0.100737,0.133099,-0.26738,0.0804053,-0.113694,0.227333,-0.0888001,-0.149295,-0.187848,-0.046796,-0.19031,0.248251
4762,8,0.0638107,0.0507016,-0.230148,0.102988,-0.0886694,0.215126,-0.0610291,-0.105045,-0.203717,-0.0690738,-0.1897,0.212851
4762,9,0.0256638,-0.00545074,-0.238998,0.0968848,-0.0962988,0.242897,-0.0814758,-0.0470615,-0.229047,-0.0968448,-0.27637,0.261069
4763,0,-0.00790558,-0.0628238,-0.217026,0.088645,-0.0612036,0.223976,-0.109247,-0.0864291,-0.235455,-0.152387,-0.25989,0.270224
4763,1,-0.0561234,-0.0564151,-0.219467,0.088645,-0.0816504,0.257545,-0.103448,-0.153873,-0.231793,-0.200299,-0.239749,0.308981
4763,2,-0.0765701,-0.0451236,-0.181931,0.104209,-0.100266,0.243507,-0.0930725,-0.260685,-0.197919,-0.216779,-0.148196,0.276022
4763,3,-0.0634476,0.0436826,-0.204208,0.12252,-0.158555,0.259682,-0.0704895,-0.299442,-0.178082,-0.203961,-0.104556,0.263815
4763,4,-0.0384232,0.0958676,-0.221298,0.116111,-0.163132,0.231911,-0.0784241,-0.28693,-0.187543,-0.170697,-0.118899,0.256796
4763,5,-0.0271317,0.0644345,-0.234421,0.10604,-0.104844,0.213295,-0.0854431,-0.222232,-0.219586,-0.148725,-0.10303,0.234518
4763,6,-0.020723,-0.00178863,-0.250595,0.0858984,-0.0370947,0.218178,-0.110162,-0.167911,-0.221112,-0.143842,-0.145755,0.22872
4763,7,-0.0259109,-0.0612979,-0.253952,0.0614844,0.0352319,0.199562,-0.126947,-0.136173,-0.245221,-0.135297,-0.186648,0.245505
4763,8,-0.0338455,-0.0756412,-0.236862,0.0501929,0.0309595,0.200783,-0.142206,-0.169742,-0.226605,-0.136518,-0.197635,0.260764
4763,9,-0.0115677,-0.0161319,-0.241745,0.0437842,-0.0608984,0.228249,-0.162347,-0.221317,-0.218671,-0.147809,-0.162845,0.263205
4764,0,-0.0115677,0.0189633,-0.220078,0.0355444,-0.105454,0.213295,-0.160516,-0.279605,-0.201581,-0.135907,-0.112796,0.267477
4764,1,-0.0170609,0.025372,-0.222519,0.033103,-0.102097,0.194069,-0.187372,-0.305545,-0.189984,-0.156659,-0.0834988,0.243979
4764,2,-0.0274368,-0.026813,-0.221909,0.00563721,-0.0477759,0.18766,-0.2008,-0.250919,-0.206464,-0.146283,-0.0520657,0.195761
4764,3,-0.0344559,-0.0820499,-0.220688,-0.0151147,0.0227197,0.184303,-0.218195,-0.168827,-0.21806,-0.146588,-0.0566434,0.162802
4764,4,-0.0469681,-0.10799,-0.252731,-0.022439,0.0724634,0.199257,-0.194391,-0.0916171,-0.258344,-0.124005,-0.116763,0.204306
4764,5,0.00735321,-0.104938,-0.242661,-0.00534912,0.0922998,0.20414,-0.184625,-0.087955,-0.243695,-0.10539,-0.129886,0.217429
4764,6,0.0131516,-0.0820499,-0.236557,0.01052,0.0626978,0.215126,-0.155634,-0.136478,-0.259564,-0.0873843,-0.0761746,0.232382
4764,7,0.0494675,-0.0551944,-0.191391,0.0044165,0.0126489,0.197121,-0.155634,-0.211246,-0.220197,-0.0770084,0.0199558,0.191489
4764,8,0.0564865,0.00492523,-0.200241,-0.0123682,-0.0477759,0.214516,-0.161127,-0.263736,-0.198224,-0.0617496,0.110288,0.127402
4764,9,0.0601486,0.00706146,-0.212753,-0.0169458,-0.0734106,0.238625,-0.186456,-0.188663,-0.21745,-0.0474063,0.0663425,0.135336
4765,0,0.0439743,-0.0939517,-0.189255,-0.0282373,0.00501953,0.225502,-0.191949,-0.0833774,-0.253461,-0.066022,0.0178195,0.134421
4765,1,0.0107101,-0.158954,-0.203293,-0.0209131,0.0498804,0.268532,-0.170892,-0.00708343,-0.246442,-0.0687686,-0.073428,0.144797
4765,2,0.0238327,-0.192523,-0.164841,0.0120459,0.0764307,0.260597,-0.143732,0.075314,-0.246136,-0.0791446,-0.175662,0.15914
4765,3,0.0424484,-0.127521,-0.177963,0.0437842,0.0150903,0.275246,-0.0787292,0.130856,-0.267194,-0.0577823,-0.257144,0.201865
4765,4,0.0931076,-0.0393253,-0.202072,0.0672827,-0.0355688,0.261208,-0.081781,0.104611,-0.245831,-0.0287906,-0.244632,0.195456
4765,5,0.119353,0.018353,-0.212753,0.0446997,-0.0386206,0.223061,-0.104974,0.0719571,-0.249188,-0.0022403,-0.176272,0.178366
4765,6,0.11386,0.00706146,-0.220383,0.0184546,-0.0166479,0.223366,-0.159296,0.0130582,-0.222028,-0.0107852,-0.133853,0.171652
4765,7,0.0964645,-0.0487857,-0.208786,-0.00382324,0.038894,0.211159,-0.16662,0.0463223,-0.218976,-0.0193301,-0.115237,0.131674
4765,8,0.0653366,-0.0725894,-0.220688,0.0111304,0.0425562,0.244423,-0.134882,0.114987,-0.233319,-0.0217715,-0.218692,0.170432
4765,9,0.0793747,-0.0902896,-0.201767,0.0450049,0.0410303,0.249306,-0.0933777,0.167782,-0.264752,-0.026044,-0.27698,0.197592
4766,0,0.0543503,-0.0762515,-0.202377,0.0837622,0.00501953,0.26487,-0.0219666,0.115902,-0.258649,-0.01048,-0.248294,0.191794
4766,1,0.0717453,-0.0384097,-0.202072,0.110007,-0.0526587,0.270058,-0.0393616,0.0325894,-0.240643,-0.0178043,-0.199466,0.169211
4766,2,0.0335983,-0.0603824,-0.192001,0.0913916,-0.0511328,0.235878,-0.0411926,-0.0379062,-0.247052,-0.0330631,-0.149722,0.183249
4766,3,0.00308075,-0.0411563,-0.239304,0.0776587,-0.04625,0.233131,-0.104974,-0.105655,-0.21745,-0.0773135,-0.1543,0.190573
4766,4,-0.027742,-0.0759463,-0.254257,0.0431738,0.0105127,0.206276,-0.138544,-0.11359,-0.213788,-0.101422,-0.158877,0.194235
4766,5,-0.048494,-0.107685,-0.269211,0.027915,0.0453027,0.203529,-0.164178,-0.127323,-0.211957,-0.129499,-0.237918,0.265646
4766,6,-0.0664993,-0.0921207,-0.27684,0.0334082,0.0611719,0.185829,-0.16662,-0.168827,-0.205548,-0.159101,-0.213504,0.275717
4766,7,-0.0735184,-0.0286441,-0.268906,0.031272,0.0028833,0.199562,-0.144952,-0.188663,-0.187543,-0.153302,-0.203128,0.278159
4766,8,-0.0509354,0.0387997,-0.251816,0.0370703,-0.0581519,0.205666,-0.145868,-0.19263,-0.20036,-0.155133,-0.178409,0.290366
4766,9,-0.0808426,0.0232358,-0.244492,0.0352393,-0.0520483,0.196205,-0.120233,-0.202091,-0.207684,-0.148725,-0.12836,0.260153
4767,0,-0.0747391,0.0015683,-0.237778,0.0340186,-0.0319067,0.203529,-0.151971,-0.206363,-0.194867,-0.170697,-0.10364,0.204306
4767,1,-0.090303,-0.0573306,-0.223434,0.0285254,-0.00505127,0.213905,-0.133051,-0.150821,-0.214398,-0.153302,-0.121035,0.171042
4767,2,-0.0722977,-0.0793033,-0.21611,0.0422583,-0.00932373,0.227943,-0.143732,-0.0852084,-0.214703,-0.167035,-0.171389,0.160056
4767,3,-0.100984,-0.0625186,-0.239609,0.0462256,-0.0221411,0.244728,-0.131219,-0.0751376,-0.223553,-0.174054,-0.233645,0.192099
4767,4,-0.130891,-0.0457339,-0.229843,0.0672827,-0.0233618,0.230385,-0.147394,-0.0980258,-0.220502,-0.233564,-0.197329,0.211325
4767,5,-0.205049,-0.0561099,-0.236557,0.0541602,-0.0175635,0.215736,-0.145563,-0.129764,-0.247968,-0.272931,-0.176577,0.275107
4767,6,-0.246858,-0.0677066,-0.235336,0.0462256,0.0028833,0.196815,-0.155939,-0.184085,-0.218976,-0.336103,-0.114932,0.247641
4767,7,-0.271577,-0.0338321,-0.251816,0.0190649,-0.0105444,0.217262,-0.182184,-0.156009,-0.244,-0.357465,-0.107303,0.24642
4767,8,-0.278291,-0.0393253,-0.249069,0.00105957,0.000441895,0.237099,-0.180963,-0.0998569,-0.244,-0.355634,-0.0920438,0.222922
4767,9,-0.255098,-0.077167,-0.230453,-0.0184717,0.0471338,0.23008,-0.213007,-0.0455356,-0.257733,-0.356244,-0.0950955,0.188437
4768,0,-0.234956,-0.077167,-0.229538,-0.0337305,0.04927,0.254189,-0.217889,-0.0226474,-0.2617,-0.311689,-0.125308,0.214072
4768,1,-0.185823,-0.109821,-0.19017,-0.0221338,0.0459131,0.2313,-0.229181,-0.0382114,-0.256512,-0.304364,-0.0777005,0.168906
4768,2,-0.153474,-0.0609927,-0.202377,-0.00656982,-0.0422827,0.271889,-0.190118,-0.0678134,-0.25163,-0.250959,-0.122256,0.195761
4768,3,-0.0851151,-0.0619083,-0.183762,0.0288306,-0.104844,0.280739,-0.174249,-0.0730014,-0.236676,-0.189313,-0.137515,0.174704
4768,4,-0.0481888,-0.103717,-0.15538,0.0572119,-0.157944,0.336891,-0.135492,-0.0778842,-0.229657,-0.150556,-0.208316,0.20217
4768,5,-0.005159,-0.208393,-0.107468,0.00838379,-0.182664,0.426003,-0.175775,-0.12244,-0.189069,-0.113324,-0.257144,0.240012
4768,6,0.06259,-0.354267,-0.0275116,-0.0871362,-0.143601,0.470558,-0.280145,-0.180728,-0.145123,-0.0251285,-0.256839,0.241843
4768,7,0.249968,-0.410724,0.00361633,-0.243081,-0.206467,0.562416,-0.458978,-0.17493,-0.14024,0.140887,-0.332522,0.297079
4768,8,0.427275,-0.46413,0.0704498,-0.370339,-0.250107,0.600868,-0.589288,-0.190799,-0.153058,0.326434,-0.330691,0.302878
4768,9,0.613127,-0.421405,0.110123,-0.446633,-0.39415,0.699135,-0.694269,-0.224063,-0.135052,0.462848,-0.326724,0.311423
4769,0,0.769682,-0.407062,0.219681,-0.521401,-0.574204,0.807472,-0.744318,-0.29639,-0.0755432,0.614825,-0.335269,0.316306
4769,1,0.910979,-0.364032,0.321609,-0.532998,-0.780198,0.929543,-0.757135,-0.368717,0.0126526,0.72713,-0.394168,0.345602
4769,2,1.04251,-0.294452,0.40889,-0.554666,-0.991685,1.04124,-0.745538,-0.41785,0.0599548,0.836383,-0.481143,0.375204
4769,3,1.1304,-0.29018,0.518143,-0.546426,-1.18944,1.17002,-0.712885,-0.483768,0.0990173,0.932208,-0.512271,0.400534
4769,4,1.27322,-0.312458,0.622208,-0.587624,-1.35637,1.29026,-0.760797,-0.557315,0.132281,1.04238,-0.506778,0.422202
4769,5,1.44076,-0.376545,0.731461,-0.720376,-1.476,1.40012,-0.864862,-0.731571,0.158221,1.21419,-0.437503,0.456381
4769,6,1.62997,-0.47298,0.842545,-0.90043,-1.58647,1.51975,-1.07177,-0.941226,0.257404,1.41286,-0.340762,0.499106
4769,7,1.84634,-0.569721,0.958817,-1.10612,-1.69847,1.6229,-1.30645,-1.14661,0.293414,1.58101,-0.217471,0.53176
4769,8,1.99985,-0.626178,1.04121,-1.27458,-1.79582,1.70072,-1.4627,-1.33551,0.357806,1.76595,-0.103946,0.534201
4769,9,2.15945,-0.614276,1.11079,-1.34477,-1.8773,1.73002,-1.57318,-1.4408,0.377643,1.86666,-0.0105618,0.500937
4770,0,2.22598,-0.57735,1.18495,-1.34477,-1.98503,1.76481,-1.51122,-1.41852,0.391071,1.93318,0.0153781,0.455771
4770,1,2.19455,-0.502887,1.26155,-1.20591,-2.12389,1.8234,-1.34826,-1.34803,0.406024,1.87642,-0.00628937,0.417929
4770,2,2.01053,-0.416828,1.30367,-0.953225,-2.23009,1.85514,-1.03881,-1.28333,0.436847,1.68172,-0.088992,0.429526
4770,3,1.70596,-0.373493,1.3766,-0.620889,-2.3073,1.87009,-0.632013,-1.29004,0.487811,1.37288,-0.130496,0.43685
4770,4,1.35562,-0.338398,1.43825,-0.214089,-2.40373,1.90672,-0.17608,-1.3349,0.529315,1.03231,-0.0731229,0.407858
4770,5,1.03946,-0.319171,1.53651,0.169822,-2.48705,1.88963,0.260626,-1.46857,0.561664,0.677691,0.0721408,0.338583
4770,6,0.779448,-0.323444,1.60243,0.472251,-2.54869,1.88657,0.589911,-1.71729,0.645892,0.423175,0.325132,0.257101
4770,7,0.626555,-0.416217,1.66866,0.663901,-2.53832,1.86399,0.791022,-1.9599,0.690753,0.274249,0.608029,0.152731
4770,8,0.588408,-0.604511,1.75838,0.746909,-2.4669,1.84446,0.8664,-2.12256,0.679767,0.229388,0.840268,0.086203
4770,9,0.596342,-0.908466,1.8365,0.73928,-2.3369,1.87345,0.863959,-2.29529,0.689838,0.28432,0.983701,0.0645355
4771,0,0.671721,-1.28048,1.94545,0.694724,-2.13854,1.85239,0.79682,-2.43659,0.71944,0.348712,1.08471,0.0111298
4771,1,0.768767,-1.60701,2.02083,0.639487,-1.99724,1.90763,0.723578,-2.48816,0.760333,0.446978,1.08319,0.00716248
4771,2,0.87802,-1.90914,2.1133,0.587302,-1.82359,1.91526,0.664679,-2.48267,0.810992,0.526629,1.0426,-0.0184723
4771,3,0.922575,-2.11452,2.16396,0.617209,-1.64415,1.89451,0.667426,-2.41919,0.848834,0.517474,0.946164,-0.0169464
4771,4,0.871916,-2.27077,2.21797,0.702964,-1.51872,1.89451,0.738226,-2.31513,0.927264,0.461017,0.733762,0.0224213
4771,5,0.825835,-2.3611,2.27138,0.83541,-1.46684,1.89481,0.867926,-2.11676,1.00234,0.360614,0.453,0.0526337
4771,6,0.740385,-2.39193,2.30678,0.953818,-1.4995,1.92045,0.989996,-1.94037,1.01485,0.263873,0.0965549,0.135031
4771,7,0.667448,-2.3962,2.3553,1.01516,-1.58556,1.95158,1.05988,-1.84119,1.07802,0.161029,-0.210757,0.195456
4771,8,0.619231,-2.34798,2.38307,1.00997,-1.72441,1.99094,1.07209,-1.76459,1.07741,0.139361,-0.499148,0.282126
4771,9,0.684538,-2.31014,2.41328,0.890952,-1.85686,2.00803,0.941168,-1.71485,1.10488,0.223895,-0.758853,0.379477
4772,0,0.816069,-2.27993,2.45509,0.690147,-1.95238,2.01566,0.747687,-1.68006,1.18636,0.384723,-0.947451,0.439291
4772,1,1.02664,-2.23354,2.4554,0.408164,-2.04179,2.05167,0.440985,-1.65076,1.17171,0.615435,-1.21173,0.573264
4772,2,1.22928,-2.28878,2.47279,0.0953589,-2.00609,2.03062,0.112006,-1.62238,1.21993,0.830279,-1.40979,0.655051
4772,3,1.43497,-2.34981,2.45723,-0.207986,-1.95665,2.05534,-0.186151,-1.53052,1.27944,1.03688,-1.65607,0.751791
4772,4,1.60007,-2.44442,2.45906,-0.447854,-1.82756,2.02512,-0.449518,-1.44355,1.32491,1.18093,-1.8645,0.81893
4772,5,1.68399,-2.51522,2.45143,-0.641641,-1.69298,1.99125,-0.639337,-1.31751,1.38045,1.25539,-2.03296,0.867148
4772,6,1.74563,-2.55794,2.45326,-0.782021,-1.62889,1.99308,-0.787347,-1.21314,1.40303,1.30971,-2.17365,0.903769
4772,7,1.75815,-2.5848,2.46425,-0.865029,-1.60417,1.99308,-0.870355,-1.09504,1.38594,1.32924,-2.27252,0.886374
4772,8,1.75021,-2.54909,2.46547,-0.920876,-1.68596,2.04679,-0.924982,-1.01508,1.38076,1.31612,-2.39765,0.924826
4772,9,1.72854,-2.55611,2.49843,-0.999001,-1.76744,2.07121,-0.975336,-1.00013,1.36733,1.33321,-2.44892,0.876608
4773,0,1.76944,-2.54848,2.52589,-1.10246,-1.90874,2.13041,-1.07269,-0.975711,1.36275,1.38234,-2.48493,0.860129
4773,1,1.83108,-2.56527,2.55763,-1.2642,-2.01982,2.18107,-1.23718,-0.986698,1.32735,1.44796,-2.46204,0.869284
4773,2,1.86374,-2.59944,2.58754,-1.48087,-2.03569,2.20029,-1.43585,-1.0694,1.35909,1.49648,-2.32074,0.823813
4773,3,1.89639,-2.61226,2.60036,-1.68626,-2.01402,2.21525,-1.68365,-1.12311,1.30294,1.50685,-2.11017,0.756064
4773,4,1.89548,-2.65682,2.64186,-1.88493,-1.94658,2.21922,-1.85485,-1.10724,1.28524,1.50045,-1.9173,0.698996
4773,5,1.8793,-2.67818,2.67055,-1.96244,-1.87181,2.22776,-1.9403,-0.994937,1.27486,1.44307,-1.81415,0.627585
4773,6,1.75601,-2.73586,2.69405,-1.94108,-1.79399,2.26011,-1.89727,-0.81702,1.20284,1.30818,-1.83643,0.64498
4773,7,1.56589,-2.85884,2.77827,-1.83946,-1.70671,2.27964,-1.74529,-0.646122,1.17781,1.0912,-1.86481,0.585776
4773,8,1.35806,-2.95711,2.84084,-1.67466,-1.69511,2.3361,-1.58019,-0.535648,1.24312,0.853473,-1.90692,0.569601
4773,9,1.15268,-3.045,2.93483,-1.53855,-1.7177,2.32542,-1.42516,-0.552738,1.28554,0.637103,-1.90418,0.538779
4774,0,1.01687,-3.01021,2.99739,-1.40366,-1.83305,2.33945,-1.30157,-0.662906,1.33895,0.482989,-1.82849,0.502768
4774,1,0.93936,-2.93819,3.05232,-1.31547,-2.00151,2.36112,-1.20788,-0.835941,1.38289,0.419513,-1.7461,0.490866
4774,2,0.888701,-2.8915,3.13869,-1.2172,-2.12694,2.33884,-1.09435,-1.03431,1.43325,0.353289,-1.68079,0.488425
4774,3,0.859404,-2.82589,3.18996,-1.10124,-2.27709,2.35685,-0.956415,-1.20368,1.48513,0.339251,-1.70612,0.563498
4774,4,0.855132,-2.82283,3.25526,-0.970925,-2.36345,2.35166,-0.787653,-1.3288,1.50679,0.348101,-1.78333,0.590048
4774,5,0.872832,-2.7737,3.30287,-0.795449,-2.44981,2.36753,-0.630792,-1.4466,1.6313,0.320636,-1.85596,0.617514
4774,6,0.825529,-2.75905,3.35109,-0.663308,-2.502,2.37547,-0.485834,-1.69593,1.75795,0.268756,-1.87244,0.659933
4774,7,0.746489,-2.79415,3.40846,-0.518655,-2.49956,2.35441,-0.364984,-1.99988,1.93953,0.151263,-1.83948,0.722189
4774,8,0.653715,-2.84877,3.45882,-0.393533,-2.49132,2.33823,-0.258173,-2.34534,2.06649,0.0475034,-1.81354,0.803671
4774,9,0.633879,-2.92965,3.50337,-0.282449,-2.47331,2.31992,-0.156549,-2.67615,2.26729,0.0163754,-1.79248,0.836935
4775,0,0.664397,-3.02333,3.53297,-0.169534,-2.46324,2.28574,-0.046991,-2.94379,2.32283,0.0426205,-1.82819,0.915366
4775,1,0.785551,-3.11977,3.5403,-0.0828638,-2.46446,2.26591,0.0412048,-3.15619,2.3796,0.198565,-1.90387,1.0057
4775,2,0.971098,-3.24977,3.5757,-0.0264063,-2.46233,2.2598,0.104987,-3.32831,2.41896,0.404254,-1.93378,0.994101
4775,3,1.15665,-3.34896,3.62148,-0.00473877,-2.45928,2.26163,0.12879,-3.50379,2.44857,0.604754,-1.93714,1.0591
4775,4,1.31991,-3.41426,3.67122,-0.00321289,-2.44707,2.24302,0.112921,-3.72077,2.60237,0.791827,-1.80805,1.04262
4775,5,1.43008,-3.37917,3.67763,-0.0080957,-2.49742,2.26316,0.0991882,-3.87213,2.63076,0.877887,-1.7052,1.01302
4775,6,1.51401,-3.31417,3.71333,0.0169287,-2.53282,2.23875,0.135504,-3.87854,2.58895,0.926715,-1.63227,0.990439
4775,7,1.54544,-3.18843,3.69411,0.0700293,-2.55205,2.22379,0.245062,-3.73542,2.61641,0.978289,-1.6756,0.955344
4775,8,1.61563,-3.0447,3.63979,0.119773,-2.54289,2.20701,0.311285,-3.45679,2.59871,0.992022,-1.84528,0.946494
4775,9,1.61258,-3.04073,3.60194,0.119163,-2.44859,2.19267,0.3888,-3.11957,2.52852,1.05245,-1.98688,0.903464
4776,0,1.67087,-3.04134,3.55098,0.0871191,-2.37474,2.20853,0.339667,-2.82264,2.45894,1.0439,-2.14038,0.91445
4776,1,1.68613,-3.08406,3.50063,0.00472168,-2.26091,2.19267,0.288397,-2.64167,2.49861,1.10555,-2.18128,0.891867
4776,2,1.72183,-3.08956,3.45515,-0.0621118,-2.24046,2.20487,0.188605,-2.60688,2.44948,1.12691,-2.13214,0.877524
4776,3,1.74411,-3.04256,3.43806,-0.112771,-2.31157,2.23508,0.142218,-2.6026,2.386,1.14278,-2.047,0.870505
4776,4,1.78958,-2.96718,3.42616,-0.120095,-2.40221,2.25217,0.153204,-2.57514,2.32222,1.17147,-1.95148,0.86257
4776,5,1.82834,-2.87715,3.40602,-0.0996484,-2.47026,2.26957,0.173956,-2.52661,2.34786,1.26485,-1.86664,0.814658
4776,6,1.79507,-2.84999,3.36452,-0.0660791,-2.42265,2.26102,0.259406,-2.443,2.1968,1.19191,-1.78913,0.793295
4776,7,1.77371,-2.88814,3.33797,0.0108252,-2.30455,2.23783,0.35462,-2.36884,2.22304,1.15956,-1.72199,0.73989
4776,8,1.78165,-2.88173,3.28059,0.0996313,-2.21788,2.25706,0.47608,-2.28858,2.16719,1.18367,-1.70581,0.728903
4776,9,1.83353,-2.86892,3.27144,0.204307,-2.13884,2.19602,0.563055,-2.3783,2.25142,1.20412,-1.6344,0.727072
4777,0,1.88602,-2.77736,3.24062,0.278464,-2.16844,2.18656,0.625922,-2.58643,2.27706,1.23464,-1.47785,0.697165
4777,1,1.92233,-2.72701,3.25038,0.336448,-2.24413,2.18565,0.651556,-2.82904,2.35976,1.25997,-1.37409,0.745688
4777,2,1.92538,-2.73098,3.25954,0.391379,-2.26122,2.13499,0.680853,-3.0445,2.38326,1.25051,-1.31763,0.794821
4777,3,1.88174,-2.74715,3.21223,0.443564,-2.27373,2.1414,0.727545,-3.21021,2.38875,1.23891,-1.39057,0.901022
4777,4,1.85458,-2.83199,3.20857,0.482322,-2.24535,2.11057,0.743109,-3.30817,2.40828,1.2264,-1.43817,0.927573
4777,5,1.82773,-2.88082,3.17744,0.517722,-2.25664,2.13102,0.760504,-3.40827,2.42659,1.20839,-1.49189,0.979147
4777,6,1.80087,-2.90859,3.15852,0.532676,-2.24016,2.11027,0.733038,-3.60999,2.45894,1.17452,-1.53308,1.07162
4777,7,1.73648,-2.90432,3.14784,0.554954,-2.20476,2.05106,0.728766,-3.8758,2.53737,1.08663,-1.43299,1.07162
4777,8,1.66171,-2.8326,3.12068,0.586692,-2.26671,2.06449,0.747992,-4.094,2.60878,1.00484,-1.3628,1.11404
4777,9,1.5961,-2.78072,3.1335,0.656577,-2.29875,2.02085,0.815131,-4.19471,2.64113,0.934039,-1.31336,1.11465
4778,0,1.5375,-2.67421,3.07368,0.734092,-2.33904,2.0413,0.878607,-4.19715,2.6451,0.852557,-1.41254,1.18606
4778,1,1.4078,-2.66048,3.0453,0.794211,-2.31188,2.04465,0.939337,-4.15747,2.62221,0.726214,-1.51538,1.23305
4778,2,1.22714,-2.70443,3.02028,0.818931,-2.26549,2.06968,0.960089,-4.06897,2.55904,0.560809,-1.59748,1.29592
4778,3,1.04404,-2.68764,2.9623,0.81832,-2.24809,2.07334,0.962836,-4.01892,2.54744,0.38869,-1.71375,1.38747
4778,4,0.897856,-2.63271,2.91011,0.805808,-2.25847,2.04588,0.963141,-3.9408,2.51387,0.267535,-1.77082,1.41555
4778,5,0.849028,-2.48806,2.85457,0.759727,-2.38084,2.06297,0.883185,-3.85413,2.47969,0.193683,-1.84253,1.44668
4778,6,0.797148,-2.35958,2.79597,0.677024,-2.43303,2.03153,0.794379,-3.76868,2.42415,0.126849,-1.82575,1.41219
4778,7,0.681486,-2.28817,2.71999,0.597068,-2.40831,2.01322,0.691534,-3.66095,2.39547,0.00599945,-1.91699,1.44301
4778,8,0.542632,-2.31136,2.63698,0.516807,-2.30303,2.00376,0.628363,-3.4043,2.31734,-0.0998965,-2.05158,1.41585
